row_label_raw,row_label_full,Số đầu năm,Năm nay > (97.910),Năm trước > (42.494),numeric__Năm nay > (97.910),numeric__Năm trước > (42.494)
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,(30.028),(55.416),-30028.0,-55416.0
Số cuối năm,Số cuối năm,Số cuối năm,(127.938),(97.910),-127938.0,-97910.0
