row_label_raw,row_label_full,col_0,Phần mềm máy vi tính VND,numeric__Phần mềm máy vi tính VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,1.528.838.057,1528838057.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,387.250.854,387250854.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,152.883.804,152883804.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,540.134.658,540134658.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.141.587.203,1141587203.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,988.703.399,988703399.0
