row_label_raw,row_label_full,col_0,Giá trị giao dịch cho năm,Giá trị giao dịch cho năm_1,numeric__Giá trị giao dịch cho năm,numeric__Giá trị giao dịch cho năm_1
,,,2018VND,2017VND,,
Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,1.664.000.000,3.007.303.040,1664000000.0,3007303040.0
Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,54.300.000,63.299.570,54300000.0,63299570.0
Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,114.990.000,509.281.000,114990000.0,509281000.0
Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,71.400.000,15.400.000,71400000.0,15400000.0
Chi phí dịch vụ,Chi phí dịch vụ,Chi phí dịch vụ,463.559.985,-,463559985.0,
Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,97.419.932,30.326.000,97419932.0,30326000.0
Trung tâm Thông tin Điện lực – Tập đoàn Điện lực ViệtNamChi phí dịch vụ,Trung tâm Thông tin Điện lực – Tập đoàn Điện lực ViệtNamChi phí dịch vụ,Trung tâm Thông tin Điện lực – Tập đoàn Điện lực ViệtNamChi phí dịch vụ,126.000.000,-,126000000.0,
Trung tâm Viễn thông và Công nghệ thông tin – Tậpđoàn Điện lực Việt NamChi phí dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin – Tậpđoàn Điện lực Việt NamChi phí dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin – Tậpđoàn Điện lực Việt NamChi phí dịch vụ,850.372.646,-,850372646.0,
Tổng Giám đốcTiền lương,Tổng Giám đốcTiền lương,Tổng Giám đốcTiền lương,720.884.000,741.722.000,720884000.0,741722000.0
Thành viên khác trong Ban Tổng Giám đốcTiền lương,Thành viên khác trong Ban Tổng Giám đốcTiền lương,Thành viên khác trong Ban Tổng Giám đốcTiền lương,1.637.528.000,1.171.625.700,1637528000.0,1171625700.0
Hội đồng Quản trịTiền lương và thù lao,Hội đồng Quản trịTiền lương và thù lao,Hội đồng Quản trịTiền lương và thù lao,1.226.031.600,1.188.313.000,1226031600.0,1188313000.0
