row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2018VND > 50.892.774.145,Số phải nộp trong năm VND > 239.989.921.754,Số đã nộp trong năm VND > (288.671.167.333),31/12/2018VND > 2.211.528.566,numeric__1/1/2018VND > 50.892.774.145,numeric__Số phải nộp trong năm VND > 239.989.921.754,numeric__Số đã nộp trong năm VND > (288.671.167.333),numeric__31/12/2018VND > 2.211.528.566
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,73.127.847.686,316.746.641.701,(195.848.847.686),194.025.641.701,73127847686.0,316746641701.0,-195848847686.0,194025641701.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,858.268.254,7.803.774.062,(6.583.460.151),2.078.582.165,858268254.0,7803774062.0,-6583460151.0,2078582165.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,34.339.298.071,266.998.660.227,(276.941.557.779),24.396.400.519,34339298071.0,266998660227.0,-276941557779.0,24396400519.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.011.012.615,160.477.664.621,(133.873.132.598),51.615.544.638,25011012615.0,160477664621.0,-133873132598.0,51615544638.0
,,,184.229.200.771,992.016.662.365,(901.918.165.547),274.327.697.589,184229200771.0,992016662365.0,-901918165547.0,274327697589.0
(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,,,,
,,,1/1/2018VND,Số phát sinh trong năm VND,Số đã được hoàn trong năm VND,31/12/2018VND,,,,
"Thuế nhà đất, tiền thuê đất","(b) Thuế và các khoản phải thu Nhà nước > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",13.759.339,753.253.387,(753.253.387),13.759.339,13759339.0,753253387.0,-753253387.0,13759339.0
