row_label_raw,row_label_full,col_0,Tiền tệ,Năm đáo hạn,31/12/2018 VND,1/1/2018 VND,numeric__Tiền tệ,numeric__Năm đáo hạn,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,,,,,,,,
Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,,,,,,,,
Khoản cho vay 1,Tổng Công ty Phát điện 1 > Khoản cho vay 1,Khoản cho vay 1,VND,2019,200.000.000.000,200.000.000.000,,2019.0,200000000000.0,200000000000.0
Khoản cho vay 2,Tổng Công ty Phát điện 1 > Khoản cho vay 2,Khoản cho vay 2,VND,2020,150.000.000.000,150.000.000.000,,2020.0,150000000000.0,150000000000.0
Khoản cho vay 3,Tổng Công ty Phát điện 1 > Khoản cho vay 3,Khoản cho vay 3,VND,2020,449.932.824.894,449.932.824.894,,2020.0,449932824894.0,449932824894.0
,,,,,799.932.824.894,799.932.824.894,,,799932824894.0,799932824894.0
