row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận tải VND,Thiết bị văn phòng VND,Tài sản cố định khác VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận tải VND,numeric__Thiết bị văn phòng VND,numeric__Tài sản cố định khác VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,8.229.757.400.799,4.194.345.110.830,61.258.637.507,44.016.241.138,253.880.507,12.529.631.270.781,8229757400799.0,4194345110830.0,61258637507.0,44016241138.0,253880507.0,12529631270781.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,2.073.925.000,-,-,-,2.073.925.000,,2073925000.0,,,,2073925000.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,12.427.374.999,37.951.475.469,-,-,-,50.378.850.468,12427374999.0,37951475469.0,,,,50378850468.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,1.066.406.600,(1.066.406.600),-,-,-,,1066406600.0,-1066406600.0,,,
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,8.242.184.775.798,4.235.436.917.899,60.192.230.907,44.016.241.138,253.880.507,12.582.084.046.249,8242184775798.0,4235436917899.0,60192230907.0,44016241138.0,253880507.0,12582084046249.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,4.378.208.614.925,3.994.079.633.579,44.948.593.236,41.942.930.671,253.880.507,8.459.433.652.918,4378208614925.0,3994079633579.0,44948593236.0,41942930671.0,253880507.0,8459433652918.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,182.461.078.316,53.998.450.247,3.037.269.537,991.378.628,-,240.488.176.728,182461078316.0,53998450247.0,3037269537.0,991378628.0,,240488176728.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,-,1.066.406.600,(1.066.406.600),-,-,-,,1066406600.0,-1066406600.0,,,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,4.560.669.693.241,4.049.144.490.426,46.919.456.173,42.934.309.299,253.880.507,8.699.921.829.646,4560669693241.0,4049144490426.0,46919456173.0,42934309299.0,253880507.0,8699921829646.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.851.548.785.874,200.265.477.251,16.310.044.271,2.073.310.467,-,4.070.197.617.863,3851548785874.0,200265477251.0,16310044271.0,2073310467.0,,4070197617863.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.681.515.082.557,186.292.427.473,13.272.774.734,1.081.931.839,-,3.882.162.216.603,3681515082557.0,186292427473.0,13272774734.0,1081931839.0,,3882162216603.0
