row_label_raw,row_label_full,Vay từ Tập đoàn Điện Lực Việt Nam > Khoản vay 1 (i) > Khoản vay 2 (ii),Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",31/12/2018VND > Vay từ Tập đoàn Điện Lực Việt Nam > 832.412.924.827 > 122.510.492.116,1/1/2018VND > Vay từ Tập đoàn Điện Lực Việt Nam > 794.079.153.563 > 117.637.095.531,numeric__Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,numeric__Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"numeric__Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",numeric__31/12/2018VND > Vay từ Tập đoàn Điện Lực Việt Nam > 832.412.924.827 > 122.510.492.116,numeric__1/1/2018VND > Vay từ Tập đoàn Điện Lực Việt Nam > 794.079.153.563 > 117.637.095.531
Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,,,,,
Khoản vay 1 (iii),Vay từ Công ty Tài Chính Cổ phần Điện Lực > Khoản vay 1 (iii),Khoản vay 1 (iii),JPY,2044,"0,91% - 1,4%",1.006.691.746.449,587.629.877.215,,2044.0,,1006691746449.0,587629877215.0
Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận,,,,,
Khoản vay 1 (iv),Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Nính Thuận > Khoản vay 1 (iv),Khoản vay 1 (iv),VND,2029,Lãi suất biến đổi,311.793.673.626,273.535.991.320,,2029.0,,311793673626.0,273535991320.0
,,,,,,2.273.408.837.018,1.772.882.117.629,,,,2273408837018.0,1772882117629.0
