row_label_raw,row_label_full,1/1/2021VND,Số phát sinh trong năm VND,Số cán trừ trong năm VND,31/12/2021VND,numeric__Số phát sinh trong năm VND,numeric__Số cán trừ trong năm VND,numeric__31/12/2021VND
100.357.843,100.357.843,100.357.843,-,-,100.357.843,,,100357843.0
3.656.772.447,3.656.772.447,3.656.772.447,-,-,3.656.772.447,,,3656772447.0
131.904.375,131.904.375,131.904.375,(15.827.030),7.142.928,123.220.273,-15827030.0,7142928.0,123220273.0
13.592.857,13.592.857,13.592.857,-,423.457.519,437.050.376,,423457519.0,437050376.0
1.894.172,1.894.172,1.894.172,(3.000.000),2.000.000,894.172,-3000000.0,2000000.0,894172.0
3.904.521.694,3.904.521.694,3.904.521.694,(18.827.030),432.600.447,4.318.295.111,-18827030.0,432600447.0,4318295111.0
