row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Doanh thu bán hàng hóa,Tổng doanh thu > ▪ Doanh thu bán hàng hóa,▪ Doanh thu bán hàng hóa,7.597.848.873.151,9.350.433.362.661,7597848873151.0,9350433362661.0
▪ Doanh thu cung cấp dịch vụ,Tổng doanh thu > ▪ Doanh thu cung cấp dịch vụ,▪ Doanh thu cung cấp dịch vụ,85.098.055.524,100.845.862.466,85098055524.0,100845862466.0
,,,7.682.946.928.675,9.451.279.225.127,7682946928675.0,9451279225127.0
Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ đi các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,5.740.375.446,3.132.501.972,5740375446.0,3132501972.0
▪ Hàng bán bị trả lại,Trừ đi các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,129.888.443,234.196.947,129888443.0,234196947.0
▪ Giảm giá hàng bán,Trừ đi các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,216.732.502,2.981.104.630,216732502.0,2981104630.0
,,,6.086.996.391,6.347.803.549,6086996391.0,6347803549.0
Doanh thu thuần,Trừ đi các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,7.676.859.932.284,9.444.931.421.578,7676859932284.0,9444931421578.0
