row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Quỹ khác thuộc chủ sở hữu (*) VND,Lỗ lũy kế VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Quỹ khác thuộc chủ sở hữu (*) VND,numeric__Lỗ lũy kế VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,5.000.000.000.000,231.825.797.290,(2.027.849.658.663),3.203.976.138.627,5000000000000.0,231825797290.0,-2027849658663.0,3203976138627.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(271.803.303.342),(271.803.303.342),,,-271803303342.0,-271803303342.0
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,5.000.000.000.000,231.825.797.290,(2.299.652.962.005),2.932.172.835.285,5000000000000.0,231825797290.0,-2299652962005.0,2932172835285.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(352.088.023.975),(352.088.023.975),,,-352088023975.0,-352088023975.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,5.000.000.000.000,231.825.797.290,(2.651.740.985.980),2.580.084.811.310,5000000000000.0,231825797290.0,-2651740985980.0,2580084811310.0
