row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021VND > 2.492.313.857,Số phải nộptrong nămVND > 34.634.286.715,Số đã nộptrong nămVND > (35.513.799.951),Số đã cản trừ/phân loại lạitrong nămVND > (108.573.270),31/12/2021VND > 1.504.227.351,numeric__1/1/2021VND > 2.492.313.857,numeric__Số phải nộptrong nămVND > 34.634.286.715,numeric__Số đã nộptrong nămVND > (35.513.799.951),numeric__Số đã cản trừ/phân loại lạitrong nămVND > (108.573.270),numeric__31/12/2021VND > 1.504.227.351
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,77.338.795,700.025.662,(758.570.828),163.107,18.956.736,77338795.0,700025662.0,-758570828.0,163107.0,18956736.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,24.349.200,341.152.325,(338.216.645),-,27.284.880,24349200.0,341152325.0,-338216645.0,,27284880.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,22.231.270.989,(22.654.728.508),423.457.519,-,,22231270989.0,-22654728508.0,423457519.0,
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,-,14.949.619,(14.949.619),-,-,,14949619.0,-14949619.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.591.000,1.249.396.719,(1.248.964.719),-,4.023.000,3591000.0,1249396719.0,-1248964719.0,,4023000.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,86.244.896,(86.244.896),-,-,,86244896.0,-86244896.0,,
,,,2.597.592.852,59.257.326.925,(60.615.475.166),315.047.356,1.554.491.967,2597592852.0,59257326925.0,-60615475166.0,315047356.0,1554491967.0
