row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),100,,1.367.004.227.710,1.392.574.522.049,100.0,,1367004227710.0,1392574522049.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,182.261.402.845,297.113.323.985,110.0,4.0,182261402845.0,297113323985.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,173.661.402.845,292.400.029.857,111.0,,173661402845.0,292400029857.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,8.600.000.000,4.713.294.128,112.0,,8600000000.0,4713294128.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,331.400.802.247,453.784.732.204,130.0,,331400802247.0,453784732204.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5,405.414.889.547,504.628.926.339,131.0,5.0,405414889547.0,504628926339.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,6,374.537.092.845,383.106.954.333,132.0,6.0,374537092845.0,383106954333.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,7(a),225.214.971.598,238.417.352.899,136.0,,225214971598.0,238417352899.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,8,(1.335.741.682.877),(1.334.400.133.021),137.0,8.0,-1335741682877.0,-1334400133021.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,9,661.975.531.134,662.031.631.654,139.0,9.0,661975531134.0,662031631654.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,723.576.850.708,525.444.709.235,140.0,10.0,723576850708.0,525444709235.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,779.438.709.824,527.539.975.090,141.0,,779438709824.0,527539975090.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(55.861.859.116),(2.095.265.855),149.0,,-55861859116.0,-2095265855.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,129.765.171.910,116.231.756.625,150.0,,129765171910.0,116231756625.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,11(a),6.725.005.629,8.636.319.767,151.0,,6725005629.0,8636319767.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,118.721.871.170,103.690.915.164,152.0,,118721871170.0,103690915164.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,12(a),4.318.295.111,3.904.521.694,153.0,,4318295111.0,3904521694.0
