row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,1/1/2021,1/1/2021_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__1/1/2021,numeric__1/1/2021_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,3.296.973.758,-,16.537.316.764,-,3296973758.0,,16537316764.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,145.658.377.942,(5.119.932.774),103.450.939.259,(1.870.988.843),145658377942.0,-5119932774.0,103450939259.0,-1870988843.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,12.858.726.294,-,11.452.807.169,-,12858726294.0,,11452807169.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,6.129.555.910,-,3.328.934.917,-,6129555910.0,,3328934917.0,
Thành phẩm,Thành phẩm,Thành phẩm,265.709.252.027,(17.317.323.265),227.211.393.375,(157.449.349),265709252027.0,-17317323265.0,227211393375.0,-157449349.0
Hàng hóa,Hàng hóa,Hàng hóa,243.877.998.577,(33.424.603.077),87.456.151.205,(66.827.663),243877998577.0,-33424603077.0,87456151205.0,-66827663.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,55.635.002.080,-,31.829.609.165,-,55635002080.0,,31829609165.0,
Hàng hóa bất động sản (*),Hàng hóa bất động sản (*),Hàng hóa bất động sản (*),46.272.823.236,-,46.272.823.236,-,46272823236.0,,46272823236.0,
,,,779.438.709.824,(55.861.859.116),527.539.975.090,(2.095.265.855),779438709824.0,-55861859116.0,527539975090.0,-2095265855.0
