row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí san lấp mặt bằng VND,Chi phí đất trả trước VND,Đầu tư khu du lịch Long Trị VND,Lợi thế kinh doanh VND,Chi phí trả trước dài hạn khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí san lấp mặt bằng VND,numeric__Chi phí đất trả trước VND,numeric__Đầu tư khu du lịch Long Trị VND,numeric__Lợi thế kinh doanh VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.102.910.327,55.080.924.650,73.604.809.154,5.650.670.911,14.713.185.796,12.408.786.784,165.561.287.622,4102910327.0,55080924650.0,73604809154.0,5650670911.0,14713185796.0,12408786784.0,165561287622.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.107.765.430,-,-,-,-,2.401.664.357,3.509.429.787,1107765430.0,,,,,2401664357.0,3509429787.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.015.577.211),(1.137.898.117),(2.167.299.925),(148.373.244),(14.713.185.796),(5.103.849.902),(27.286.184.195),-4015577211.0,-1137898117.0,-2167299925.0,-148373244.0,-14713185796.0,-5103849902.0,-27286184195.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.195.098.546,53.943.026.533,71.437.509.229,5.502.297.667,-,9.706.601.239,141.784.533.214,1195098546.0,53943026533.0,71437509229.0,5502297667.0,,9706601239.0,141784533214.0
