row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2020VND
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,43.476.331.242,118.953.832.507,43476331242.0,118953832507.0
Bảo hiểm phi nhân thọ,Hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,91.480.295.750,105.363.731.909,91480295750.0,105363731909.0
,,,134.956.626.992,224.317.564.416,134956626992.0,224317564416.0
Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,
Lãi tiền gửi nhận trước,Hoạt động tài chính > Lãi tiền gửi nhận trước,Lãi tiền gửi nhận trước,1.185.176.202,1.185.176.203,1185176202.0,1185176203.0
,,,1.185.176.202,1.185.176.203,1185176202.0,1185176203.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,,
Hoạt động quản lý bất động sản,Hoạt động khác > Hoạt động quản lý bất động sản,Hoạt động quản lý bất động sản,28.733.787.627,5.037.544.216,28733787627.0,5037544216.0
Doanh thu đào tạo nhận trước,Hoạt động khác > Doanh thu đào tạo nhận trước,Doanh thu đào tạo nhận trước,77.409.082,51.772.783,77409082.0,51772783.0
,,,28.811.196.709,5.089.316.999,28811196709.0,5089316999.0
TỔNG CỘNG,Hoạt động khác > TỔNG CỘNG,TỔNG CỘNG,164.952.999.903,230.592.057.618,164952999903.0,230592057618.0
