row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2020VND
Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,922.888.682.961,930.520.293.775,922888682961.0,930520293775.0
Phải trả bồi thường và trả tiền bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả bồi thường và trả tiền bảo hiểm,Phải trả bồi thường và trả tiền bảo hiểm,108.918.365.682,117.710.801.390,108918365682.0,117710801390.0
Phải trả thu nhập đại lý,Phải trả hoạt động bảo hiểm > Phải trả thu nhập đại lý,Phải trả thu nhập đại lý,810.203.143.467,807.201.230.097,810203143467.0,807201230097.0
Lãi phải trả cho chủ hợp đồng,Phải trả hoạt động bảo hiểm > Lãi phải trả cho chủ hợp đồng,Lãi phải trả cho chủ hợp đồng,15.728.100,5.608.262.288,15728100.0,5608262288.0
Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả phí nhượng tái bảo hiểm nhân thọ,3.751.445.712,-,3751445712.0,
Bảo hiểm phí nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,1.416.715.251.677,1.721.324.654.521,1416715251677.0,1721324654521.0
Phải trả hoa hồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả hoa hồng bảo hiểm,Phải trả hoa hồng bảo hiểm,91.953.917.624,148.734.773.104,91953917624.0,148734773104.0
Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm gốc phi nhân thọ,228.328.537.296,167.185.228.324,228328537296.0,167185228324.0
Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả nhận tái bảo hiểm phi nhân thọ,81.231.857.247,66.043.470.030,81231857247.0,66043470030.0
Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả nhượng tái bảo hiểm phi nhân thọ,908.508.679.072,1.272.249.697.974,908508679072.0,1272249697974.0
Phải trả đồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả đồng bảo hiểm,Phải trả đồng bảo hiểm,106.692.260.438,67.111.485.089,106692260438.0,67111485089.0
,,,2.339.603.934.638,2.651.844.948.296,2339603934638.0,2651844948296.0
Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,,
Phải trả nhận đặt cọc chuyển nhượng đầu tư,Phải trả hoạt động tài chính > Phải trả nhận đặt cọc chuyển nhượng đầu tư,Phải trả nhận đặt cọc chuyển nhượng đầu tư,20.000.000.000,-,20000000000.0,
Phải trả mua chứng khoán,Phải trả hoạt động tài chính > Phải trả mua chứng khoán,Phải trả mua chứng khoán,4.042.025.826,4.024.930.000,4042025826.0,4024930000.0
,,,24.042.025.826,4.024.930.000,24042025826.0,4024930000.0
Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,,
"Phải trả người bán, nhà cung cấp","Phải trả người bán và nhà cung cấp dịch vụ > Phải trả người bán, nhà cung cấp","Phải trả người bán, nhà cung cấp",63.494.247.268,54.206.035.291,63494247268.0,54206035291.0
Phải trả khác,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả khác,Phải trả khác,720.493.393,599.494.819,720493393.0,599494819.0
,,,64.214.740.661,54.805.530.110,64214740661.0,54805530110.0
TỔNG CỘNG,Phải trả người bán và nhà cung cấp dịch vụ > TỔNG CỘNG,TỔNG CỘNG,2.427.860.701.125,2.710.675.408.406,2427860701125.0,2710675408406.0
