row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm,Số đầu năm,Số đầu năm,87.737.943.073,87737943073.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,602.801.643.831,602801643831.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(522.610.802.337),-522610802337.0
Số cuối năm,Số cuối năm,Số cuối năm,167.928.784.567,167928784567.0
