row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2021 > Giá gốc,Ngày 31 tháng 12 năm 2021 > Dự phòng,Ngày 31 tháng 12 năm 2021 > Giá trị thuần,Ngày 31 tháng 12 năm 2020 > Giá gốc,Ngày 31 tháng 12 năm 2020 > Dự phòng,Ngày 31 tháng 12 năm 2020 > Giá trị thuần,numeric__Ngày 31 tháng 12 năm 2021 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2021 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2021 > Giá trị thuần,numeric__Ngày 31 tháng 12 năm 2020 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2020 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2020 > Giá trị thuần
Công ty Cổ phần Tậpđoàn SSG,Công ty Cổ phần Tậpđoàn SSG,Công ty Cổ phần Tậpđoàn SSG,225.000.000.000,-,225.000.000.000,225.000.000.000,-,225.000.000.000,225000000000.0,,225000000000.0,225000000000.0,,225000000000.0
Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,144.000.000.000,-,144.000.000.000,163.921.040.000,(443.182.000),163.477.858.000,144000000000.0,,144000000000.0,163921040000.0,-443182000.0,163477858000.0
Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,Công ty Cổ phần Tậpđoàn Công nghệ CMCCông ty Cổ phần Nhiệtđiện Hải Phòng,125.000.000.000,-,125.000.000.000,125.000.000.000,-,125.000.000.000,125000000000.0,,125000000000.0,125000000000.0,,125000000000.0
"Dự án Tháp Tài chínhQuốc tế (""IFT"")","Dự án Tháp Tài chínhQuốc tế (""IFT"")","Dự án Tháp Tài chínhQuốc tế (""IFT"")",168.386.311.194,-,168.386.311.194,168.163.853.956,-,168.163.853.956,168386311194.0,,168386311194.0,168163853956.0,,168163853956.0
Khác,Khác,Khác,267.152.404.929,(42.683.425.929),224.468.979.000,360.616.374.807,(120.310.010.331),240.306.364.476,267152404929.0,-42683425929.0,224468979000.0,360616374807.0,-120310010331.0,240306364476.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,929.538.716.123,(42.683.425.929),886.855.290.194,1.042.701.268.763,(120.753.192.331),921.948.076.432,929538716123.0,-42683425929.0,886855290194.0,1042701268763.0,-120753192331.0,921948076432.0
