row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2021,numeric__Ngày 31 tháng 12 năm 2020
400,400,400,D. VỐN CHỦ SỞ HỮU,,22.026.730.364.385,20.821.766.040.844,,,22026730364385.0,20821766040844.0
410,410,410,I. Vốn chủ sở hữu,25,22.026.730.364.385,20.821.766.040.844,,25.0,22026730364385.0,20821766040844.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,15.445.192.000,15.445.192.000,,,15445192000.0,15445192000.0
418,418,418,4. Quỹ đầu tư phát triển và dự phòng tài chính,,1.284.786.140.295,967.358.385.620,,,1284786140295.0,967358385620.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,103.568.802.818,103.568.802.818,,,103568802818.0,103568802818.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,,4.475.440.359.637,3.723.310.113.726,,,4475440359637.0,3723310113726.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.653.064.465.370,2.186.864.003.123,,,2653064465370.0,2186864003123.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.822.375.894.267,1.536.446.110.603,,,1822375894267.0,1536446110603.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,,577.618.921.373,523.523.906.834,,,577618921373.0,523523906834.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,836.184.565.455,754.873.257.039,,,836184565455.0,754873257039.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,169.504.122.977.005,146.412.800.818.360,,,169504122977005.0,146412800818360.0
