row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Các bên liên quan,Các bên liên quan,Các bên liên quan,Giao dịch,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Số dư tiền gửi thanhtoán, ký quỹTiền đang chuyểnSố dư tiền gửi có kỳ hạnvà lãi dự thuSố dư trái phiếu và lãi dự thuSố dư các hợp đồngmua bán lại trái phiếuChính phủPhải thu phí CNTT, dịchvụ đào tạo",122.481.048.556115.661.324.73010.776.980.019.2651.312.787.909.891(2.686.537.623.188)929.687.858,158.768.384.87280.453.716.2958.187.911.121.5811.316.600.746.871(4.137.884.187.807)940.364.220,,,
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,"Phải trả tiền đặt cọc thuêvăn phòng, trả trước tiềnthuê văn phòng",(158.685.912),(317.371.824),,-158685912.0,-317371824.0
