row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2021,numeric__Ngày 31 tháng 12 năm 2020
300,300,300,C. NỘ PHẢI TRẢ,,147.477.392.612.620,125.591.034.777.516,,,147477392612620.0,125591034777516.0
310,310,310,I. Nợ ngắn hạn,,21.707.051.775.852,19.747.437.592.781,,,21707051775852.0,19747437592781.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.427.860.701.125,2.710.675.408.406,,15.0,2427860701125.0,2710675408406.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.339.603.934.638,2.651.844.948.296,,,2339603934638.0,2651844948296.0
311.2,311.2,311.2,1.2 Phải trả khác hoạt động tài chính,,24.042.025.826,4.024.930.000,,,24042025826.0,4024930000.0
311.3,311.3,311.3,1.3 Phải trả người bán và nhà cung cấp dịch vụ,,64.214.740.661,54.805.530.110,,,64214740661.0,54805530110.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,17.372.000.000,14.895.367.272,,,17372000000.0,14895367272.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,207.468.643.695,122.177.355.612,,16.0,207468643695.0,122177355612.0
314,314,314,4. Phải trả người lao động,,1.641.394.958.939,855.435.551.317,,,1641394958939.0,855435551317.0
315,315,315,5. Chi phí phải trả ngắn hạn,,52.323.112.912,52.220.043.380,,,52323112912.0,52220043380.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,164.952.999.903,230.592.057.618,,17.0,164952999903.0,230592057618.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,167.928.784.567,87.737.943.073,,181.0,167928784567.0,87737943073.0
319,319,319,8. Phải trả ngắn hạn khác,19,1.099.392.948.721,939.865.915.372,,19.0,1099392948721.0,939865915372.0
320,320,320,9. Vay ngắn hạn,20,2.506.330.153.950,895.634.463.715,,20.0,2506330153950.0,895634463715.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,199.699.495.740,154.253.870.948,,21.0,199699495740.0,154253870948.0
324,324,324,11. Giao dịch mua bán lại trái phiếu,22,13.222.327.976.300,13.683.949.616.068,,22.0,13222327976300.0,13683949616068.0
330,330,330,II. Nợ dài hạn,,125.770.340.836.768,105.843.597.184.735,,,125770340836768.0,105843597184735.0
337,337,337,1. Phải trả dài hạn khác,23,270.418.960.801,251.591.787.491,,23.0,270418960801.0,251591787491.0
338,338,338,2. Vay dài hạn,20,267.266.088.776,316.542.417.119,,20.0,267266088776.0,316542417119.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2.2,3.963.738.615,5.101.265.074,,1622.0,3963738615.0,5101265074.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,125.228.692.048.576,105.270.361.715.051,,24.0,125228692048576.0,105270361715051.0
344.1,344.1,344.1,4.1 Dự phòng toán học,,112.070.973.854.439,93.090.719.199.763,,,112070973854439.0,93090719199763.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,4.642.357.944.455,4.970.615.412.207,,,4642357944455.0,4970615412207.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,2.407.649.271.122,2.575.753.599.129,,,2407649271122.0,2575753599129.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,2.157.438.745.997,1.935.346.562.096,,,2157438745997.0,1935346562096.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,3.688.335.309.663,2.547.998.489.076,,,3688335309663.0,2547998489076.0
344.6,344.6,344.6,4.6 Dự phòng đảm bảo cân đối,,207.300.826.538,133.720.703.795,,,207300826538.0,133720703795.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,54.636.096.362,16.207.748.985,,,54636096362.0,16207748985.0
