row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31/12/2021,Cho năm tài chính kết thúc ngày 31/12/2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31/12/2021,numeric__Cho năm tài chính kết thúc ngày 31/12/2020
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,39.996.504.593.125,38.204.891.722.825,,,39996504593125.0,38204891722825.0
02,02,02,Phí bảo hiểm gốc,26.1,39.503.608.139.870,37.727.000.410.986,,261.0,39503608139870.0,37727000410986.0
03,03,03,Phí nhận tái bảo hiểm,26.2,164.638.985.503,179.220.641.986,,262.0,164638985503.0,179220641986.0
04,04,04,Giảm dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tái bảo hiểm,,328.257.467.752,298.670.669.853,,,328257467752.0,298670669853.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(4.104.197.442.569),(4.761.215.263.679),,,-4104197442569.0,-4761215263679.0
06,06,06,Tổng phí nhượng tái bảo hiểm,27,(4.077.906.508.695),(4.119.350.824.090),,27.0,-4077906508695.0,-4119350824090.0
07,07,07,Giảm dự phòng phí nhượng tái bảo hiểm,,(26.290.933.874),(641.864.439.589),,,-26290933874.0,-641864439589.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01 + 05),,35.892.307.150.556,33.443.676.459.146,,,35892307150556.0,33443676459146.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm,,935.654.349.652,1.080.367.825.398,,,935654349652.0,1080367825398.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,36.827.961.500.208,34.524.044.284.544,,,36827961500208.0,34524044284544.0
16,16,16,Chi bồi thường bảo hiểm gốc và chi trả đáo hạn,28.1,(12.747.844.422.468),(12.800.823.934.349),,281.0,-12747844422468.0,-12800823934349.0
17,17,17,Chi bồi thường nhận tái bảo hiểm,28.2,(119.410.886.417),(132.653.130.239),,282.0,-119410886417.0,-132653130239.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,2.757.799.997,3.179.894.839,,,2757799997.0,3179894839.0
19,19,19,Thu đổi người thứ ba,,1.642.506.238,1.561.404.451,,,1642506238.0,1561404451.0
20,20,20,Thu xử lý hàng bồi thường 100%,,1.115.293.759,1.618.490.388,,,1115293759.0,1618490388.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,28.3,1.723.267.262.211,2.158.008.670.719,,283.0,1723267262211.0,2158008670719.0
22,22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25 + 26),,(20.416.263.781.907),(19.123.200.751.466),,,-20416263781907.0,-19123200751466.0
23,23,23,Tăng dự phòng toán học,,(18.980.254.654.676),(17.544.035.787.158),,,-18980254654676.0,-17544035787158.0
24,24,24,Tăng dự phòng lãi cam kết đầu tư tối thiểu,,(1.140.336.820.587),(1.419.369.122.647),,,-1140336820587.0,-1419369122647.0
25,25,25,Tăng dự phòng chia lãi,,(222.092.183.901),(121.723.538.646),,,-222092183901.0,-121723538646.0
26,26,26,Tăng dự phòng đảm bảo cân đối,,(73.580.122.743),(38.072.303.015),,,-73580122743.0,-38072303015.0
27,27,27,Giảm dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,,168.104.328.007,342.927.712.146,,,168104328007.0,342927712146.0
28,28,28,Giảm dự phòng bồi thường nhượng tái bảo hiểm,,(71.423.055.611),(152.814.367.780),,,-71423055611.0,-152814367780.0
29,29,29,Tổng chỉ bồi thường và trả tiền bảo hiểm (29 = 16 + 17 + 18 + 21 + 22 + 27 + 28),,(31.460.812.756.188),(29.705.375.906.130),,,-31460812756188.0,-29705375906130.0
30,30,30,Tăng dự phòng dao động lớn,,(38.428.347.377),(41.472.073.431),,,-38428347377.0,-41472073431.0
31,31,31,Sử dụng từ dự phòng dao động lớn,,-,25.306.889.418,,,,25306889418.0
