row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Ngày 31 tháng12 năm 2021VND,Ngày 31 tháng12 năm 2020VND,Cho năm tài chính kết thúc ngày 31/12/2021VND,Cho năm tài chính kết thúc ngày 31/12/2020VND,,,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,18.414.546.814,12.137.474.250,6.277.072.564,(31.052.022.374),18414546814.0,12137474250.0,6277072564.0,-31052022374.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,(3.963.738.615),(5.101.265.074),1.137.526.459,(4.990.337.692),-3963738615.0,-5101265074.0,1137526459.0,-4990337692.0
Thu nhập/(Chi phí) thuế thu nhập hoãn lại tính vào kết quả kinh doanh hợp nhất,Thu nhập/(Chi phí) thuế thu nhập hoãn lại tính vào kết quả kinh doanh hợp nhất,Thu nhập/(Chi phí) thuế thu nhập hoãn lại tính vào kết quả kinh doanh hợp nhất,,,7.414.599.023,(36.042.360.066),,,7414599023.0,-36042360066.0
