row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày31/12/2021VND,Cho năm tài chínhkết thúc ngày31/12/2020VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2021VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2020VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.376.488.714.496,1.953.285.808.059,2376488714496.0,1953285808059.0
Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,,
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,
- Hoa hồng dự trả ước tính năm nay,Các khoản điều chỉnh tăng > - Hoa hồng dự trả ước tính năm nay,- Hoa hồng dự trả ước tính năm nay,37.475.252.532,23.221.445.863,37475252532.0,23221445863.0
- Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,Các khoản điều chỉnh tăng > - Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,- Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,25.506.325.369,554.636.910,25506325369.0,554636910.0
- Lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,Các khoản điều chỉnh tăng > - Lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,- Lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,3.709.422,-,3709422.0,
- Chi phí không hợp lệ cho mục đích tính thuế,Các khoản điều chỉnh tăng > - Chi phí không hợp lệ cho mục đích tính thuế,- Chi phí không hợp lệ cho mục đích tính thuế,10.771.686.567,31.936.967.895,10771686567.0,31936967895.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,
"- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm > - Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(96.492.323.447),(173.768.233.230),-96492323447.0,-173768233230.0
- Hoàn nhập hoa hồng dự trả ước tính năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập hoa hồng dự trả ước tính năm trước,- Hoàn nhập hoa hồng dự trả ước tính năm trước,(23.221.445.863),(35.218.162.708),-23221445863.0,-35218162708.0
