row_label_raw,row_label_full,col_0,Đơn vị: triệu VND,Đơn vị: triệu VND_1,numeric__Đơn vị: triệu VND,numeric__Đơn vị: triệu VND_1
,,,Biến động của giá thị trường,Ảnh hưởng lên lợi nhuận trước thuế của danh mục cổ phiếu niêm yết (*),,
Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,,
Kịch bản 1,Ngày 31 tháng 12 năm 2021 > Kịch bản 1,Kịch bản 1,+10%,8.534,0.1,8534.0
Kịch bản 2,Ngày 31 tháng 12 năm 2021 > Kịch bản 2,Kịch bản 2,-10%,(74.650),-0.1,-74650.0
Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,,
Kịch bản 1,Ngày 31 tháng 12 năm 2020 > Kịch bản 1,Kịch bản 1,+10%,16.347,0.1,16347.0
Kịch bản 2,Ngày 31 tháng 12 năm 2020 > Kịch bản 2,Kịch bản 2,-10%,(36.168),-0.1,-36168.0
