row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2021,numeric__Ngày 31 tháng 12 năm 2020
200,200,200,B. TÀI SẢN DÀI HẠN,,70.036.158.576.516,54.571.219.473.584,,,70036158576516.0,54571219473584.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,72.361.637.816,70.801.065.457,,62.0,72361637816.0,70801065457.0
216,216,216,1. Phải thu dài hạn khác,,72.361.637.816,70.801.065.457,,,72361637816.0,70801065457.0
220,220,220,II. Tài sản cố định,,1.934.480.147.292,1.788.655.050.662,,,1934480147292.0,1788655050662.0
221,221,221,1. Tài sản cố định hữu hình,10,974.265.052.366,859.647.804.853,,10.0,974265052366.0,859647804853.0
222,222,222,Nguyên giá,,2.558.529.794.503,2.316.960.202.591,,,2558529794503.0,2316960202591.0
223,223,223,Giá trị khấu hao luỹ kế,,(1.584.264.742.137),(1.457.312.397.738),,,-1584264742137.0,-1457312397738.0
227,227,227,2. Tài sản cố định vô hình,11,960.215.094.926,929.007.245.809,,11.0,960215094926.0,929007245809.0
228,228,228,Nguyên giá,,1.539.962.270.408,1.430.463.210.802,,,1539962270408.0,1430463210802.0
229,229,229,Giá trị hao mòn luỹ kế,,(579.747.175.482),(501.455.964.993),,,-579747175482.0,-501455964993.0
230,230,230,III. Bất động sản đầu tư,12,45.388.992.000,45.388.992.000,,12.0,45388992000.0,45388992000.0
240,240,240,IV. Tài sản dở dang dài hạn,,441.738.975.020,561.928.499.811,,,441738975020.0,561928499811.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,441.738.975.020,561.928.499.811,,13.0,441738975020.0,561928499811.0
250,250,250,V. Đầu tư tài chính dài hạn,,67.383.497.918.631,51.874.244.925.437,,,67383497918631.0,51874244925437.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.3.1,3.088.258.326.242,2.880.436.188.476,,1431.0,3088258326242.0,2880436188476.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,929.538.716.123,1.042.701.268.763,,1432.0,929538716123.0,1042701268763.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,14.3.2,(42.683.425.929),(120.753.192.331),,1432.0,-42683425929.0,-120753192331.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,14.2,63.408.384.302.195,48.071.860.660.529,,142.0,63408384302195.0,48071860660529.0
260,260,260,VI. Tài sản dài hạn khác,,158.690.905.757,230.200.940.217,,,158690905757.0,230200940217.0
261,261,261,1. Chi phí trả trước dài hạn,9,108.990.144.232,202.692.782.843,,9.0,108990144232.0,202692782843.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,16.2.1,18.414.546.814,12.137.474.250,,1621.0,18414546814.0,12137474250.0
268,268,268,3. Tài sản dài hạn khác,,31.286.214.711,15.370.683.124,,,31286214711.0,15370683124.0
270,270,270,TỔNG CỘNG TÀI SẢN,,169.504.122.977.005,146.412.800.818.360,,,169504122977005.0,146412800818360.0
