row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31/12/2021,Cho năm tài chính kết thúc ngày 31/12/2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31/12/2021,numeric__Cho năm tài chính kết thúc ngày 31/12/2020
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế,,2.376.488.714.496,1.953.285.808.059,,,2376488714496.0,1953285808059.0
01,01,01,Điều chỉnh cho các khoản,,11.317.060.867.464,9.683.183.505.884,,,11317060867464.0,9683183505884.0
02,02,02,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,"10, 11",226.311.777.789,206.997.738.211,,,226311777789.0,206997738211.0
03,03,03,Các khoản dự phòng,,19.764.343.443.495,18.324.904.209.345,,,19764343443495.0,18324904209345.0
04,04,04,Lãi chênh lệch tỉ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(7.612.658.011),(3.832.163.038),,,-7612658011.0,-3832163038.0
05,05,05,Lãi từ hoạt động đầu tư,,(8.987.183.374.694),(9.547.259.680.419),,,-8987183374694.0,-9547259680419.0
06,06,06,"Chi phí repo, lãi vay",,321.201.678.885,702.373.401.785,,,321201678885.0,702373401785.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,13.693.549.581.960,11.636.469.313.943,,,13693549581960.0,11636469313943.0
09,09,09,Tăng các khoản phải thu,,(1.065.508.541.724),(13.288.642.669),,,-1065508541724.0,-13288642669.0
10,10,10,(Tăng)/Giảm hàng tồn kho,,(17.220.136.054),1.924.398.500,,,-17220136054.0,1924398500.0
11,11,11,"Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,710.225.094.428,105.126.771.747,,,710225094428.0,105126771747.0
12,12,12,Giảm chi phí trả trước,,211.478.069.525,748.213.752.516,,,211478069525.0,748213752516.0
13,13,13,(Tăng)/Giảm chứng khoán kinh doanh,,(392.804.254.833),381.642.210.752,,,-392804254833.0,381642210752.0
14,14,14,Tiền lãi vay đã trả,,(420.996.995.370),(757.788.609.663),,,-420996995370.0,-757788609663.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,16,(338.734.753.436),(237.775.940.333),,16.0,-338734753436.0,-237775940333.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(58.336.039.784),(68.382.974.829),,,-58336039784.0,-68382974829.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,12.321.652.024.712,11.796.140.279.964,,,12321652024712.0,11796140279964.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(237.768.613.970),(231.433.491.623),,,-237768613970.0,-231433491623.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.585.989.110,1.026.440.364,,,1585989110.0,1026440364.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(94.785.369.046.052),(87.906.743.938.242),,,-94785369046052.0,-87906743938242.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,72.177.863.032.366,71.688.969.281.693,,,72177863032366.0,71688969281693.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(4.425.975.843),(29.535.895.500),,,-4425975843.0,-29535895500.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,207.297.671.249,,,,207297671249.0,
27,27,27,"Tiền thu lãi cho vay, cổ tức, lợi nhuận được chia và lãi bán các khoản đầu tư nắm giữ đến ngày đáo hạn",,8.354.119.919.729,8.717.737.729.146,,,8354119919729.0,8717737729146.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(14.286.697.023.411),(7.759.979.874.162),,,-14286697023411.0,-7759979874162.0
