row_label_raw,row_label_full,Hợp đồng repo (*),Ngày 31 tháng 12năm 2020VND,Bán trong nămVND,Mua lại trong nămVND,Chi phí repo đãphân bổ trong nămVND,Ngày 31 tháng 12năm 2021VND,Giá trị ghi sốtrái phiếu repoVND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Bán trong nămVND,numeric__Mua lại trong nămVND,numeric__Chi phí repo đãphân bổ trong nămVND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Giá trị ghi sốtrái phiếu repoVND
Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,4.137.884.187.808,2.681.087.600.000,(4.206.240.300.000),73.806.135.380,2.686.537.623.188,1.446.094.958.600,4137884187808.0,2681087600000.0,-4206240300000.0,73806135380.0,2686537623188.0,1446094958600.0
Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,6.535.166.107.966,14.125.867.380.000,(13.404.734.560.000),76.760.926.090,7.333.059.854.056,3.706.376.991.777,6535166107966.0,14125867380000.0,-13404734560000.0,76760926090.0,7333059854056.0,3706376991777.0
Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,1.914.621.046.483,6.374.855.950.000,(8.310.511.260.000),21.034.263.517,-,-,1914621046483.0,6374855950000.0,-8310511260000.0,21034263517.0,,
Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,-,4.684.985.000.000,(4.691.628.336.466),6.643.336.466,-,-,,4684985000000.0,-4691628336466.0,6643336466.0,,
Ngân hàng TMCP Hàng HảiViệt Nam,Ngân hàng TMCP Hàng HảiViệt Nam,Ngân hàng TMCP Hàng HảiViệt Nam,1.096.278.273.811,7.762.407.070.000,(5.741.415.160.000),23.548.732.372,3.140.818.916.183,1.984.018.172.930,1096278273811.0,7762407070000.0,-5741415160000.0,23548732372.0,3140818916183.0,1984018172930.0
Khác,Khác,Khác,-,61.739.000.000,-,172.582.873,61.911.582.873,61.787.000.000,,61739000000.0,,172582873.0,61911582873.0,61787000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.683.949.616.068,35.690.942.000.000,(36.354.529.616.466),201.965.976.698,13.222.327.976.300,7.198.277.123.307,13683949616068.0,35690942000000.0,-36354529616466.0,201965976698.0,13222327976300.0,7198277123307.0
"(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.","(*) Bao gồm khoản phải trả hợp đồng repo với đối với các trái phiếu Chính phủ và trái phiếu doanh nghiệp mà Tập đoàn đã bán và cam kết sẽ mua lại trong thời gian dưới 12 tháng và chịu lãi suất từ 0,90%/năm đến 4,10%/năm.",,,,,,
