row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2020VND
Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,,
Phải thu hoạt động bảo hiểm gốc,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động bảo hiểm gốc,Phải thu hoạt động bảo hiểm gốc,681.564.752.933,633.787.937.543,681564752933.0,633787937543.0
Phải thu hoạt động nhận tái bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động nhận tái bảo hiểm,Phải thu hoạt động nhận tái bảo hiểm,54.371.217.644,65.638.146.690,54371217644.0,65638146690.0
Phải thu hoạt động nhượng tái bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động nhượng tái bảo hiểm,Phải thu hoạt động nhượng tái bảo hiểm,250.718.242.631,638.427.889.268,250718242631.0,638427889268.0
Phải thu khác nhượng tái bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu khác nhượng tái bảo hiểm,Phải thu khác nhượng tái bảo hiểm,88.208.401.121,271.136.799.519,88208401121.0,271136799519.0
Phải thu liên quan đến đồng bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu liên quan đến đồng bảo hiểm,Phải thu liên quan đến đồng bảo hiểm,140.363.167.090,141.004.900.147,140363167090.0,141004900147.0
Phải thu khác hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu khác hoạt động bảo hiểm,Phải thu khác hoạt động bảo hiểm,8.651.142.861,4.868.675.465,8651142861.0,4868675465.0
,,,1.223.876.924.280,1.754.864.348.632,1223876924280.0,1754864348632.0
Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,,
Phải thu cổ tức,Phải thu về hoạt động đầu tư tài chính > Phải thu cổ tức,Phải thu cổ tức,8.665.558.460,6.269.389.950,8665558460.0,6269389950.0
Phải thu lãi tiền gửi ngân hàng,Phải thu về hoạt động đầu tư tài chính > Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,2.627.384.296.582,2.955.624.573.146,2627384296582.0,2955624573146.0
Phải thu lãi trái phiếu,Phải thu về hoạt động đầu tư tài chính > Phải thu lãi trái phiếu,Phải thu lãi trái phiếu,1.474.996.161.257,1.231.124.604.145,1474996161257.0,1231124604145.0
Phải thu liên quan đến tạm ứng từ giá trị giải ước,Phải thu về hoạt động đầu tư tài chính > Phải thu liên quan đến tạm ứng từ giá trị giải ước,Phải thu liên quan đến tạm ứng từ giá trị giải ước,350.677.511.617,197.428.548.101,350677511617.0,197428548101.0
Phải thu đầu tư khác,Phải thu về hoạt động đầu tư tài chính > Phải thu đầu tư khác,Phải thu đầu tư khác,7.808.967.868,1.774.685.136,7808967868.0,1774685136.0
,,,4.469.532.495.784,4.392.221.800.478,4469532495784.0,4392221800478.0
