row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,"Phương tiệnvận tải, thiết bịtruyền dẫnVND","Công cụ, dụng cụquản lýVND",Tài sảncố định khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,"numeric__Phương tiệnvận tải, thiết bịtruyền dẫnVND","numeric__Công cụ, dụng cụquản lýVND",numeric__Tài sảncố định khácVND,numeric__Tổng cộngVND
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,,
Vào ngày 31/12/2020,Nguyên giá: > Vào ngày 31/12/2020,Vào ngày 31/12/2020,1.160.279.687.713,257.560.267.434,548.216.937.536,347.051.091.083,3.852.218.825,2.316.960.202.591,1160279687713.0,257560267434.0,548216937536.0,347051091083.0,3852218825.0,2316960202591.0
- Mua sắm,Nguyên giá: > - Mua sắm,- Mua sắm,-,1.892.821.120,37.798.817.438,24.606.319.507,-,64.297.958.065,,1892821120.0,37798817438.0,24606319507.0,,64297958065.0
- Đầu tư xây dựng cơbản hoàn thành,Nguyên giá: > - Đầu tư xây dựng cơbản hoàn thành,- Đầu tư xây dựng cơbản hoàn thành,179.602.827.265,-,-,17.739.289.953,-,197.342.117.218,179602827265.0,,,17739289953.0,,197342117218.0
- (Giảm)/Tăng khác,Nguyên giá: > - (Giảm)/Tăng khác,- (Giảm)/Tăng khác,(3.427.708.675),473.290.196,3.498.000,28.775.000,-,(2.922.145.479),-3427708675.0,473290196.0,3498000.0,28775000.0,,-2922145479.0
"- Thanh lý, nhượng bán","Nguyên giá: > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(3.061.275.890),(6.919.285.377),(6.172.478.925),(995.297.700),(17.148.337.892),,-3061275890.0,-6919285377.0,-6172478925.0,-995297700.0,-17148337892.0
Vào ngày 31/12/2021,Nguyên giá: > Vào ngày 31/12/2021,Vào ngày 31/12/2021,1.336.454.806.303,256.865.102.860,579.099.967.597,383.252.996.618,2.856.921.125,2.558.529.794.503,1336454806303.0,256865102860.0,579099967597.0,383252996618.0,2856921125.0,2558529794503.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,,
Vào ngày 31/12/2020,Giá trị khấu hao lũy kế: > Vào ngày 31/12/2020,Vào ngày 31/12/2020,574.289.677.288,168.349.318.953,436.832.428.827,274.466.774.661,3.374.198.009,1.457.312.397.738,574289677288.0,168349318953.0,436832428827.0,274466774661.0,3374198009.0,1457312397738.0
- Khấu hao trong năm,Giá trị khấu hao lũy kế: > - Khấu hao trong năm,- Khấu hao trong năm,50.951.924.086,26.041.457.964,39.593.343.264,31.020.316.054,413.525.932,148.020.567.300,50951924086.0,26041457964.0,39593343264.0,31020316054.0,413525932.0,148020567300.0
"- Thanh lý, nhượng bán","Giá trị khấu hao lũy kế: > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(2.970.687.094),(6.919.285.377),(6.172.478.925),(991.720.529),(17.054.171.925),,-2970687094.0,-6919285377.0,-6172478925.0,-991720529.0,-17054171925.0
- (Giảm)/Tăng khác,Giá trị khấu hao lũy kế: > - (Giảm)/Tăng khác,- (Giảm)/Tăng khác,(3.859.305.184),(218.158.422),-,63.412.630,-,(4.014.050.976),-3859305184.0,-218158422.0,,63412630.0,,-4014050976.0
Vào ngày 31/12/2021,Giá trị khấu hao lũy kế: > Vào ngày 31/12/2021,Vào ngày 31/12/2021,621.382.296.190,191.201.931.401,469.506.486.714,299.378.024.420,2.796.003.412,1.584.264.742.137,621382296190.0,191201931401.0,469506486714.0,299378024420.0,2796003412.0,1584264742137.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Vào ngày 31/12/2020,Giá trị còn lại: > Vào ngày 31/12/2020,Vào ngày 31/12/2020,585.990.010.425,89.210.948.481,111.384.508.709,72.584.316.422,478.020.816,859.647.804.853,585990010425.0,89210948481.0,111384508709.0,72584316422.0,478020816.0,859647804853.0
Vào ngày 31/12/2021,Giá trị còn lại: > Vào ngày 31/12/2021,Vào ngày 31/12/2021,715.072.510.113,65.663.171.459,109.593.480.883,83.874.972.198,60.917.713,974.265.052.366,715072510113.0,65663171459.0,109593480883.0,83874972198.0,60917713.0,974265052366.0
