row_label_raw,row_label_full,Dự phòng trợ cấp thời việc (Thuyết minh V.21(b)),31/12/2018VND > 4.502.303.315,1/1/2018VND > -,numeric__31/12/2018VND > 4.502.303.315,numeric__1/1/2018VND > -
"Dự phòng sữa chữa, bảo dưỡng TSCĐ định kỳ","Dự phòng sữa chữa, bảo dưỡng TSCĐ định kỳ","Dự phòng sữa chữa, bảo dưỡng TSCĐ định kỳ",-,"603,744,795",,
Số dư cuối năm,"Dự phòng sữa chữa, bảo dưỡng TSCĐ định kỳ > Số dư cuối năm",Số dư cuối năm,4.502.303.315,"603,744,795",4502303315.0,
