row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phítrả trước khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phítrả trước khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,317.241.313.206,246.564.406.543,48.329.090.256,612.134.810.005,317241313206.0,246564406543.0,48329090256.0,612134810005.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,256.036.800,95.546.199.500,23.510.740.991,119.312.977.291,256036800.0,95546199500.0,23510740991.0,119312977291.0
Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,1.343.676.077,25.001.818.254,66.459.372.919,92.804.867.250,1343676077.0,25001818254.0,66459372919.0,92804867250.0
Tăng do hợp nhất kinhdoanh (Thuyết minh V.1),Tăng do hợp nhất kinhdoanh (Thuyết minh V.1),Tăng do hợp nhất kinhdoanh (Thuyết minh V.1),112.529.876.900,-,-,112.529.876.900,112529876900.0,,,112529876900.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(9.430.110.244),(139.196.390.073),(38.084.242.973),(186.710.743.290),-9430110244.0,-139196390073.0,-38084242973.0,-186710743290.0
Tăng/(giảm) khác,Tăng/(giảm) khác,Tăng/(giảm) khác,141.385.401,(269.097.633),(304.618.762),(432.330.994),141385401.0,-269097633.0,-304618762.0,-432330994.0
Chênh lệch quy đổitiền tệ,Chênh lệch quy đổitiền tệ,Chênh lệch quy đổitiền tệ,692.520.336,242.910.149,24.588.657,960.019.142,692520336.0,242910149.0,24588657.0,960019142.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,422.774.698.476,227.889.846.740,99.934.931.088,750.599.476.304,422774698476.0,227889846740.0,99934931088.0,750599476304.0
