row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 VND,2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,52.629.230.427.284,51.134.899.765.079,1.0,,52629230427284.0,51134899765079.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,VI.1,67.280.456.692,93.823.879.970,2.0,,67280456692.0,93823879970.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,VI.1,52.561.949.970.592,51.041.075.885.109,10.0,,52561949970592.0,51041075885109.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,VI.2,27.950.543.501.501,26.806.931.066.476,11.0,,27950543501501.0,26806931066476.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,24.611.406.469.091,24.234.144.818.633,20.0,,24611406469091.0,24234144818633.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,VI.3,759.917.391.001,816.316.778.535,21.0,,759917391001.0,816316778535.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,VI.4,118.007.001.674,87.037.548.276,22.0,,118007001674.0,87037548276.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,51.367.418.852,29.438.568.563,23.0,,51367418852.0,29438568563.0
Lợi nhuận được chia từ công ty liên kết,Lợi nhuận được chia từ công ty liên kết,Lợi nhuận được chia từ công ty liên kết,24,V.5(c),22.433.720.557,67.133.981.642,24.0,,22433720557.0,67133981642.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,VI.7,12.265.936.906.433,11.536.533.571.799,25.0,,12265936906433.0,11536533571799.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,VI.8,1.133.300.231.790,1.267.606.271.090,26.0,,1133300231790.0,1267606271090.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,11.876.513.440.752,12.226.418.187.645,30.0,,11876513440752.0,12226418187645.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,VI.5,450.247.329.980,213.080.586.430,31.0,,450247329980.0,213080586430.0
Chi phí khác,Chi phí khác,Chi phí khác,32,VI.6,275.064.504.609,210.553.389.939,32.0,,275064504609.0,210553389939.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,175.182.825.371,2.527.196.491,40.0,,175182825371.0,2527196491.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,12.051.696.266.123,12.228.945.384.136,50.0,,12051696266123.0,12228945384136.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,VI.10,1.874.905.225.483,1.967.066.705.229,51.0,,1874905225483.0,1967066705229.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,VI.10,(28.838.670.599),(16.295.874.259),52.0,,-28838670599.0,-16295874259.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,10.205.629.711.239,10.278.174.553.166,60.0,,10205629711239.0,10278174553166.0
