row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,430.316.233.422,627.079.060.927,430316233422.0,627079060927.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,43.307.886.827,24.434.850.707,43307886827.0,24434850707.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,22.088.490.674,18.731.423.006,22088490674.0,18731423006.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,91.455.776.516,83.657.032.630,91455776516.0,83657032630.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",13.474.172.283,14.834.558.600,13474172283.0,14834558600.0
Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,Chi phí dự phòng phải thu khó đòi và dự phòng trợ cấp thời việc,7.448.548.203,12.800.288.542,7448548203.0,12800288542.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,38.430.575.736,35.446.080.045,38430575736.0,35446080045.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,257.840.111.482,245.962.504.815,257840111482.0,245962504815.0
Chi phí nhập hàng,Chi phí nhập hàng,Chi phí nhập hàng,28.000.035.605,17.619.203.907,28000035605.0,17619203907.0
Công tác phí,Công tác phí,Công tác phí,51.120.138.866,53.553.837.915,51120138866.0,53553837915.0
Chi phí dịch vụ ngân hàng,Chi phí dịch vụ ngân hàng,Chi phí dịch vụ ngân hàng,11.841.257.499,11.023.101.136,11841257499.0,11023101136.0
Chi phí khác,Chi phí khác,Chi phí khác,137.977.004.677,122.464.328.860,137977004677.0,122464328860.0
