row_label_raw,row_label_full,col_0,Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc_1,numeric__Dự phòng trợ cấp thời việc,numeric__Dự phòng trợ cấp thời việc_1
,,,2018VND,2017VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,102.523.428.175,95.960.585.167,102523428175.0,95960585167.0
Tăng dự phòng trong năm,Tăng dự phòng trong năm,Tăng dự phòng trong năm,3.235.466.057,6.952.419.190,3235466057.0,6952419190.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,1.851.507.401,,1851507401.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(95.155.903.798),-,-95155903798.0,
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(3.588.000.731),(2.241.083.583),-3588000731.0,-2241083583.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,7.014.989.703,102.523.428.175,7014989703.0,102523428175.0
Dự phòng ngắn hạn (Thuyết minh V.21(a)),Dự phòng ngắn hạn (Thuyết minh V.21(a)),Dự phòng ngắn hạn (Thuyết minh V.21(a)),4.502.303.315,-,4502303315.0,
Dự phòng dài hạn,Dự phòng dài hạn,Dự phòng dài hạn,2.512.686.388,102.523.428.175,2512686388.0,102523428175.0
