row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2018 VND > 559.987.324.919 > 963.335.914.164,2017 VND > 295.260.074.672 > 655.423.095.436,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2018 VND > 559.987.324.919 > 963.335.914.164,numeric__2017 VND > 295.260.074.672 > 655.423.095.436
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(1.230.025.973),(707.624.645),61.0,,-1230025973.0,-707624645.0
Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,62,,516.954.561,13.360.368.701,62.0,,516954561.0,13360368701.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),70,V.2,1.522.610.167.671,963.335.914.164,70.0,,1522610167671.0,963335914164.0
