row_label_raw,row_label_full,Công ty TNHH Logos Việt Nam Thành phố Hồ Chí Minh 1,Số cuối năm > 270.477.772.750,Đơn vị tính: VND > Số đầu năm > -,numeric__Số cuối năm > 270.477.772.750,numeric__Đơn vị tính: VND > Số đầu năm > -
Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,350.815.038.142,200.347.165.104,350815038142.0,200347165104.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,179.778.775.008,75.708.093.405,179778775008.0,75708093405.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đỏ thị Quang Châu,58.165.141.200,75.331.990.080,58165141200.0,75331990080.0
Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,21.161.854.397,20.944.482.236,21161854397.0,20944482236.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,14.054.658.140,41.949.259.461,14054658140.0,41949259461.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,894.453.239.637,414.280.990.286,894453239637.0,414280990286.0
