row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng(cổ phiếu),Số cuối năm > Giá trị theo mênhgiá (VND),Số đầu năm > Số lượng(cổ phiếu),Số đầu năm > Giá trị theo mênhgiá (VND),numeric__Số cuối năm > Số lượng(cổ phiếu),numeric__Số cuối năm > Giá trị theo mênhgiá (VND),numeric__Số đầu năm > Số lượng(cổ phiếu),numeric__Số đầu năm > Giá trị theo mênhgiá (VND)
Cổ phiếu đăng kýphát hành,Cổ phiếu đăng kýphát hành,Cổ phiếu đăng kýphát hành,475.711.167,4.757.111.670.000,475.711.167,4.757.111.670.000,475711167.0,4757111670000.0,475711167.0,4757111670000.0
Cổ phiếu đã bán racông chúng,Cổ phiếu đã bán racông chúng,Cổ phiếu đã bán racông chúng,475.711.167,4.757.111.670.000,475.711.167,4.757.111.670.000,475711167.0,4757111670000.0,475711167.0,4757111670000.0
Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,475.711.167-,4.757.111.670.000-,475.711.167-,4.757.111.670.000-,,,,
Cổ phiếu quỹ,Cổ phiếu phổ thôngCổ phiếu ưu đãi > Cổ phiếu quỹ,Cổ phiếu quỹ,5.950.978,59.509.780.000,5.950.978,59.509.780.000,5950978.0,59509780000.0,5950978.0,59509780000.0
Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,5.950.978-,59.509.780.000-,5.950.978-,59.509.780.000-,,,,
Cổ phiếu đang lưu hành,Cổ phiếu phổ thôngCổ phiếu ưu đãi > Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,469.760.189,4.697.601.890.000,469.760.189,4.697.601.890.000,469760189.0,4697601890000.0,469760189.0,4697601890000.0
Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,Cổ phiếu phổ thôngCổ phiếu ưu đãi,469.760.189-,4.697.601.890.000-,469.760.189-,4.697.601.890.000-,,,,
