row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,959.560.802.963,481.392.813.069,959560802963.0,481392813069.0
- Khu công nghiệp Quang Châu,Ngắn hạn > - Khu công nghiệp Quang Châu,- Khu công nghiệp Quang Châu,364.672.646.622,196.930.164.600,364672646622.0,196930164600.0
- Khu công nghiệp Tân Phú Trung,Ngắn hạn > - Khu công nghiệp Tân Phú Trung,- Khu công nghiệp Tân Phú Trung,506.156.459.097,128.150.308.354,506156459097.0,128150308354.0
- Khu công nghiệp Tràng Duệ,Ngắn hạn > - Khu công nghiệp Tràng Duệ,- Khu công nghiệp Tràng Duệ,16.007.230.685,49.817.566.787,16007230685.0,49817566787.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,21.664.498.185,19.250.743.371,21664498185.0,19250743371.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,22.285.934.591,56.504.290.047,22285934591.0,56504290047.0
- Khu đô thị Phúc Ninh,Ngắn hạn > - Khu đô thị Phúc Ninh,- Khu đô thị Phúc Ninh,9.649.965.226,4.116.772.240,9649965226.0,4116772240.0
- Khu đô thị Tràng Duệ,Ngắn hạn > - Khu đô thị Tràng Duệ,- Khu đô thị Tràng Duệ,19.124.068.557,26.622.967.670,19124068557.0,26622967670.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,72.689.452.086,1.113.638.659.265,72689452086.0,1113638659265.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,6.705.835.856,34.499.564.263,6705835856.0,34499564263.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,3.606.943.106,4.124.879.548,3606943106.0,4124879548.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),1.373.775.343,1.233.333.333,1373775343.0,1233333333.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.043.936.809.354,1.634.889.249.478,1043936809354.0,1634889249478.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),1.076.700.765.770,-,1076700765770.0,
Tiền thuê đất trích trước của các khu công nghiệp,Dài hạn > Tiền thuê đất trích trước của các khu công nghiệp,Tiền thuê đất trích trước của các khu công nghiệp,56.986.376.370,-,56986376370.0,
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),Dài hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 29),945.879.723,909.879.723,945879723.0,909879723.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.134.633.021.863,909.879.723,1134633021863.0,909879723.0
