row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,453.172.376.342,1.364.174.909.478,453172376342.0,1364174909478.0
Thuế TNDN theo các thuế suất áp dụng cho Công ty,Thuế TNDN theo các thuế suất áp dụng cho Công ty,Thuế TNDN theo các thuế suất áp dụng cho Công ty,119.103.272.626,266.883.143.152,119103272626.0,266883143152.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thuế suất 5% của hoạt động cho thuê đất đang trong thời gian ưu đãi,Trong đó: > Thuế suất 5% của hoạt động cho thuê đất đang trong thời gian ưu đãi,Thuế suất 5% của hoạt động cho thuê đất đang trong thời gian ưu đãi,204.606,1.194.504.552,204606.0,1194504552.0
Thuế suất 10% của hoạt động cho thuê đất đang trong thời gian ưu đãi,Trong đó: > Thuế suất 10% của hoạt động cho thuê đất đang trong thời gian ưu đãi,Thuế suất 10% của hoạt động cho thuê đất đang trong thời gian ưu đãi,(6.475.598.722),6.771.429.468,-6475598722.0,6771429468.0
Thuế suất 20% của các hoạt động khác,Trong đó: > Thuế suất 20% của các hoạt động khác,Thuế suất 20% của các hoạt động khác,125.578.666.742,258.917.209.132,125578666742.0,258917209132.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,5.611.816.625,23.735.358.453,5611816625.0,23735358453.0
Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,Các khoản điều chỉnh tăng: > Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,28.786.918.916,-,28786918916.0,
Lãi vay vượt mức quy định theo Nghị định số 20/2017/NĐ-CP,Các khoản điều chỉnh tăng: > Lãi vay vượt mức quy định theo Nghị định số 20/2017/NĐ-CP,Lãi vay vượt mức quy định theo Nghị định số 20/2017/NĐ-CP,-,27.451.244.982,,27451244982.0
Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Các khoản điều chỉnh tăng: > Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,1.585.237,5.346.298.662,1585237.0,5346298662.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Điều chỉnh thuế TNDN theo Nghị định số 68/2020/NĐ-CP (i),Các khoản điều chỉnh giảm: > Điều chỉnh thuế TNDN theo Nghị định số 68/2020/NĐ-CP (i),Điều chỉnh thuế TNDN theo Nghị định số 68/2020/NĐ-CP (i),(5.096.161.336),-,-5096161336.0,
Lỗ các năm trước chuyển sang,Các khoản điều chỉnh giảm: > Lỗ các năm trước chuyển sang,Lỗ các năm trước chuyển sang,(10.709.750.169),-,-10709750169.0,
Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),Các khoản điều chỉnh giảm: > Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),(4.339.271.669),-,-4339271669.0,
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,133.358.410.230,323.416.045.249,133358410230.0,323416045249.0
