row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả nhận chuyển nhượng vốn góp (i),Ngắn hạn > Phải trả nhận chuyển nhượng vốn góp (i),Phải trả nhận chuyển nhượng vốn góp (i),1.804.868.000.000,-,1804868000000.0,
Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),Ngắn hạn > Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),573.496.410.377,439.934.046.609,573496410377.0,439934046609.0
Đặt cọc ngắn hạn khác (iii),Ngắn hạn > Đặt cọc ngắn hạn khác (iii),Đặt cọc ngắn hạn khác (iii),356.499.309.027,111.063.031.650,356499309027.0,111063031650.0
Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),Ngắn hạn > Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),45.500.000.000,45.500.000.000,45500000000.0,45500000000.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,18.426.582.873,41.995.332.873,18426582873.0,41995332873.0
Phí duy tu sửa chữa cơ sở hạ tầng,Ngắn hạn > Phí duy tu sửa chữa cơ sở hạ tầng,Phí duy tu sửa chữa cơ sở hạ tầng,23.166.644.718,20.120.313.022,23166644718.0,20120313022.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",34.097.386.599,43.778.860.749,34097386599.0,43778860749.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.856.054.333.594,702.391.584.903,2856054333594.0,702391584903.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Đặt cọc dài hạn khác (iii),Dài hạn > Đặt cọc dài hạn khác (iii),Đặt cọc dài hạn khác (iii),35.537.754.956,35.126.202.093,35537754956.0,35126202093.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,35.537.754.956,35.126.202.093,35537754956.0,35126202093.0
