row_label_raw,row_label_full,Phải thu cổ tức và lãi vay từ các bên liên quan (Thuyết minh 37(b)) > Phải thu khác từ các bên liên quan (Thuyết minh 37(b)),2017 > Giá trị VND > 418.397.684.977 > 280.718.173.670,2017 > Dự phòng VND > -,2016 > Giá trị VND(Trình bày lại – Thuyết minh 40) > 286.218.948.135 > 289.980.783.283,2016 > Dự phòng VND > -,numeric__2017 > Giá trị VND > 418.397.684.977 > 280.718.173.670,numeric__2017 > Dự phòng VND > -,numeric__2016 > Giá trị VND(Trình bày lại – Thuyết minh 40) > 286.218.948.135 > 289.980.783.283,numeric__2016 > Dự phòng VND > -
Lãi từ tiền gửi ngân hàng và trái phiếu từ bên thứ ba,Lãi từ tiền gửi ngân hàng và trái phiếu từ bên thứ ba,Lãi từ tiền gửi ngân hàng và trái phiếu từ bên thứ ba,143.965.179.122,(7.567.397.260),56.449.079.118,(7.567.397.260),143965179122.0,-7567397260.0,56449079118.0,-7567397260.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,2.953.280.321,-,5.318.875.571,-,2953280321.0,,5318875571.0,
"Kỹ quỹ, ký cược","Kỹ quỹ, ký cược","Kỹ quỹ, ký cược",150.775.219,-,8.150.988.774,-,150775219.0,,8150988774.0,
Khác,Khác,Khác,21.691.926.786,(15.898.709.908),23.369.304.448,(15.898.709.908),21691926786.0,-15898709908.0,23369304448.0,-15898709908.0
,,,867.877.020.095,(23.466.107.168),669.487.979.329,(23.466.107.168),867877020095.0,-23466107168.0,669487979329.0,-23466107168.0
