row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
viii),viii),viii),Phí sử dụng vỏ chai,,,,,
viii),viii) > viii),viii),Công ty conCông ty TNHH Một Thành viên Thương mạiBia Sài Gòn,7.781.006.116,11.527.755.033,,7781006116.0,11527755033.0
ix),ix),ix),Góp vốn bằng tiền,,,,,
ix),ix) > ix),ix),Công ty liên kếtCông ty Cổ phần Bia Sài Gòn - Bến Tre,20.000.000.000,-,,20000000000.0,
ix),ix) > ix),ix),Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,20.000.000.000,-,,20000000000.0,
ix),ix) > ix),ix),Công ty Cổ phần Bia Sài Gòn - Kiên Giang,-,3.000.000.000,,,3000000000.0
ix),ix) > ix),ix),,40.000.000.000,3.000.000.000,,40000000000.0,3000000000.0
x),x),x),Chuyển nhượng vốn góp,,,,,
x),x) > x),x),Công ty conCông ty TNHH Một Thành Viên Thương mại BiaSài Gòn,-,446.947.945.903,,,446947945903.0
xi),xi),xi),Các khoản chi cho nhân sự chủ chốt,,,,,
xi),xi) > xi),xi),Lương và các quyền lợi gộp khác,16.441.814.751,10.811.235.903,,16441814751.0,10811235903.0
xii),xii),xii),"Nguyên giá TSCĐ hữu hình, bắt động sảnđầu tư cho các công ty con, công ty liên kết thuê",,,,,
xii),xii) > xii),xii),Công ty liên kếtCông ty Cổ phần Bia Sài Gòn - Bạc Liêu,63.606.926.486,63.606.926.486,,63606926486.0,63606926486.0
xii),xii) > xii),xii),Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,61.026.543.585,61.026.543.585,,61026543585.0,61026543585.0
xii),xii) > xii),xii),Công ty conCông ty TNHH Một Thành viên Bia Sài Gòn –Hà Tính,12.432.926.293,12.432.926.293,,12432926293.0,12432926293.0
xii),xii) > xii),xii),Công ty Cổ phần Bia Rượu Sài Gòn - Đồng Xuân,12.934.793.274,12.934.793.274,,12934793274.0,12934793274.0
xii),xii) > xii),xii),Công ty Cổ phần Thương mại Bia Sài Gòn - NamTrung Bộ,7.859.289.977,7.859.289.977,,7859289977.0,7859289977.0
xii),xii) > xii),xii),,157.860.479.615,157.860.479.615,,157860479615.0,157860479615.0
