row_label_raw,row_label_full,col_0,2017VND,2016VND(Trình bày lại - Thuyết minh 40),numeric__2017VND,numeric__2016VND(Trình bày lại - Thuyết minh 40)
Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,1.701.380.746.146,954.776.701.688,1701380746146.0,954776701688.0
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,417.607.081.066,440.857.638.246,417607081066.0,440857638246.0
Lãi do thanh lý các khoản đầu tư tài chính dài hạn,Lãi do thanh lý các khoản đầu tư tài chính dài hạn,Lãi do thanh lý các khoản đầu tư tài chính dài hạn,22.725.562.057,219.891.446.174,22725562057.0,219891446174.0
"Lãi đầu tư trái phiếu, cho vay","Lãi đầu tư trái phiếu, cho vay","Lãi đầu tư trái phiếu, cho vay",-,17.063.470.766,,17063470766.0
Lãi chênh lệch tỷ giá đã thực hiện,Lãi chênh lệch tỷ giá đã thực hiện,Lãi chênh lệch tỷ giá đã thực hiện,628.059.787,1.878.536.328,628059787.0,1878536328.0
Lãi thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm,Lãi thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm,Lãi thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm,-,92.331.846,,92331846.0
Khác,Khác,Khác,-,37.532.069,,37532069.0
,,,2.142.341.449.056,1.634.597.657.117,2142341449056.0,1634597657117.0
