row_label_raw,row_label_full,col_0,Theo báo cáo trước đây VND,Trình bày lại VND,Số liệu trình bày lại VND,numeric__Theo báo cáo trước đây VND,numeric__Trình bày lại VND,numeric__Số liệu trình bày lại VND
Chi phí hàng hóa,Chi phí hàng hóa,Chi phí hàng hóa,17.934.634.994.736,(17.934.634.994.736),-,17934634994736.0,-17934634994736.0,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",7.755.993.869.290,(5.909.800.941.608),1.846.192.927.682,7755993869290.0,-5909800941608.0,1846192927682.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,952.173.558.156,(13.029.256.282),939.144.301.874,952173558156.0,-13029256282.0,939144301874.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,380.758.282.795,27.059.351.254,407.817.634.049,380758282795.0,27059351254.0,407817634049.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,257.542.284.654,(2.596.167.349),254.946.117.305,257542284654.0,-2596167349.0,254946117305.0
Chi phí công cụ dụng cụ,Chi phí công cụ dụng cụ,Chi phí công cụ dụng cụ,65.038.928.375,(65.038.928.375),-,65038928375.0,-65038928375.0,
Chi phí khác,Chi phí khác,Chi phí khác,129.243.697.206,(17.216.753.292),112.026.943.914,129243697206.0,-17216753292.0,112026943914.0
,,,27.475.385.615.212,(23.915.257.690.388),3.560.127.924.824,27475385615212.0,-23915257690388.0,3560127924824.0
