row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
v) Mua hàng hóa và nguyên vật liệu,v) Mua hàng hóa và nguyên vật liệu,v) Mua hàng hóa và nguyên vật liệu,v) Mua hàng hóa và nguyên vật liệu,v) Mua hàng hóa và nguyên vật liệu,,
Công ty con,Công ty con,Công ty con,,,,
Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Công ty con > Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,1.627.146.209.000,1.742.378.048.840,1627146209000.0,1742378048840.0
Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty con > Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,1.592.238.455.400,1.443.449.102.347,1592238455400.0,1443449102347.0
Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,Công ty con > Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,1.060.281.737.700,1.110.885.790.600,1060281737700.0,1110885790600.0
Công ty Cổ phần Bia Sài Gòn - Hà Nội,Công ty con > Công ty Cổ phần Bia Sài Gòn - Hà Nội,Công ty Cổ phần Bia Sài Gòn - Hà Nội,1.208.238.742.220,1.094.488.572.760,1208238742220.0,1094488572760.0
Công ty TNHH Một Thành viên Bia Sài Gòn Sóc Trăng,Công ty con > Công ty TNHH Một Thành viên Bia Sài Gòn Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn Sóc Trăng,986.595.265.368,996.001.372.620,986595265368.0,996001372620.0
Công ty Cổ phần Bia Sài Gòn - Miền Tây,Công ty con > Công ty Cổ phần Bia Sài Gòn - Miền Tây,Công ty Cổ phần Bia Sài Gòn - Miền Tây,652.408.895.550,640.216.927.970,652408895550.0,640216927970.0
"Công ty Cổ phần Bia, Rượu Sài Gòn – Đồng Xuân","Công ty con > Công ty Cổ phần Bia, Rượu Sài Gòn – Đồng Xuân","Công ty Cổ phần Bia, Rượu Sài Gòn – Đồng Xuân",335.709.087.310,246.595.632.950,335709087310.0,246595632950.0
Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Công ty con > Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,295.277.965.820,295.575.613.440,295277965820.0,295575613440.0
Công ty Cổ phần Bao Bí Bia Sài Gòn,Công ty con > Công ty Cổ phần Bao Bí Bia Sài Gòn,Công ty Cổ phần Bao Bí Bia Sài Gòn,121.754.740.560,76.839.271.350,121754740560.0,76839271350.0
Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,Công ty con > Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,41.111.222.700,51.837.330.240,41111222700.0,51837330240.0
