row_label_raw,row_label_full,col_0,Thuê văn phòng và thuê đất,Thuê văn phòng và thuê đất_1,numeric__Thuê văn phòng và thuê đất,numeric__Thuê văn phòng và thuê đất_1
,,,2017VND,2016VND,,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,22.245.364.764,36.018.693.047,22245364764.0,36018693047.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,8.981.756.979,41.674.317.842,8981756979.0,41674317842.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,55.013.261.496,60.082.767.699,55013261496.0,60082767699.0
,,,86.240.383.239,137.775.778.588,86240383239.0,137775778588.0
