row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND(Trình bày lại - Thuyết minh 40),numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND(Trình bày lại - Thuyết minh 40)
200,200,200,TÀI SẢN DÀI HẠN,,6.156.832.349.207,6.268.339.688.713,,,6156832349207.0,6268339688713.0
210,210,210,Các khoản phải thu dài hạn,,319.351.652.760,320.787.195.660,,,319351652760.0,320787195660.0
215,215,215,Phải thu về cho vay dài hạn,,4.000.000.000,9.900.000.000,,,4000000000.0,9900000000.0
216,216,216,Phải thu dài hạn khác,7(b),348.220.532.665,349.656.075.565,,,348220532665.0,349656075565.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,8(b),(32.868.879.905),(38.768.879.905),,,-32868879905.0,-38768879905.0
220,220,220,Tài sản cố định,,1.840.303.606.752,2.052.019.379.902,,,1840303606752.0,2052019379902.0
221,221,221,Tài sản cố định hữu hình,13(a),954.626.221.143,1.157.698.733.135,,,954626221143.0,1157698733135.0
222,222,222,Nguyên giá,,3.427.249.784.365,3.386.884.827.897,,,3427249784365.0,3386884827897.0
223,223,223,Giá trị khấu hao lũy kế,,(2.472.623.563.222),(2.229.186.094.762),,,-2472623563222.0,-2229186094762.0
227,227,227,Tài sản cố định vô hình,13(b),885.677.385.609,894.320.646.767,,,885677385609.0,894320646767.0
228,228,228,Nguyên giá,,989.440.803.824,987.925.803.824,,,989440803824.0,987925803824.0
229,229,229,Giá trị khấu hao lũy kế,,(103.763.418.215),(93.605.157.057),,,-103763418215.0,-93605157057.0
230,230,230,Bất động sản đầu tư,14,4.354.990.620,4.747.955.124,,14.0,4354990620.0,4747955124.0
231,231,231,Nguyên giá,,7.859.289.977,7.859.289.977,,,7859289977.0,7859289977.0
232,232,232,Giá trị khấu hao lũy kế,,(3.504.299.357),(3.111.334.853),,,-3504299357.0,-3111334853.0
240,240,240,Tài sản dở dang dài hạn,,61.211.627.837,29.216.550.436,,,61211627837.0,29216550436.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,61.211.627.837,29.216.550.436,,15.0,61211627837.0,29216550436.0
250,250,250,Các khoản đầu tư tài chính dài hạn,,3.810.074.657.892,3.760.530.037.279,,,3810074657892.0,3760530037279.0
251,251,251,Đầu tư vào công ty con,4(b),2.728.068.835.029,2.728.068.835.029,,,2728068835029.0,2728068835029.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",4(b),687.084.845.720,666.884.845.720,,,687084845720.0,666884845720.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),783.539.401.803,807.063.205.046,,,783539401803.0,807063205046.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(409.487.304.565),(462.355.728.421),,,-409487304565.0,-462355728421.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),20.868.879.905,20.868.879.905,,,20868879905.0,20868879905.0
260,260,260,Tài sản dài hạn khác,,121.535.813.346,101.038.570.312,,,121535813346.0,101038570312.0
261,261,261,Chi phí trả trước dài hạn,11(b),85.450.744.309,75.573.566.548,,,85450744309.0,75573566548.0
262,262,262,Tài sản thuế thu nhập hoãn lại,16,34.929.597.381,21.844.700.874,,16.0,34929597381.0,21844700874.0
263,263,263,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",10(b),1.155.471.656,3.620.302.890,,,1155471656.0,3620302890.0
270,270,270,TỔNG TÀI SẢN,,17.479.843.632.420,13.466.201.923.958,,,17479843632420.0,13466201923958.0
