row_label_raw,row_label_full,Tên công ty,Hoạt động chính,2017 > Quyền sở hữu và biểu quyết %,2017 > Giá gốc VND,2017 > Giá trị hợp lý VND,2017 > Dự phòng VND,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,numeric__Hoạt động chính,numeric__2017 > Quyền sở hữu và biểu quyết %,numeric__2017 > Giá gốc VND,numeric__2017 > Giá trị hợp lý VND,numeric__2017 > Dự phòng VND,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Kinh doanh bia,90%,36.265.364.767,(*),-,90%,36.265.364.767,(*),-,,0.9,36265364767.0,,,0.9,36265364767.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Kinh doanh bia,90%,36.798.955.472,(*),-,90%,36.798.955.472,(*),-,,0.9,36798955472.0,,,0.9,36798955472.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Kinh doanh bia,"94,23%",81.000.000.000,(*),-,94%,81.000.000.000,(*),-,,0.9423,81000000000.0,,,0.94,81000000000.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Kinh doanh bia,"91,24%",54.546.288.176,(*),-,"91,24%",54.546.288.176,(*),-,,0.9124,54546288176.0,,,0.9124,54546288176.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Kinh doanh bia,90%,36.541.448.653,(*),-,90%,36.541.448.653,(*),-,,0.9,36541448653.0,,,0.9,36541448653.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Kinh doanh bia,"90,14%",55.799.775.209,(*),-,"90,14%",55.799.775.209,(*),-,,0.9014,55799775209.0,,,0.9014,55799775209.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Kinh doanh bia,"90,68%",36.362.195.948,(*),-,"90,68%",36.362.195.948,(*),-,,0.9068,36362195948.0,,,0.9068,36362195948.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Kinh doanh bia,"94,72%",37.422.345.046,(*),-,"94,72%",37.422.345.046,(*),-,,0.9472,37422345046.0,,,0.9472,37422345046.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Kinh doanh bia,"94,92%",36.211.572.632,(*),-,"94,92%",36.211.572.632,(*),-,,0.9492,36211572632.0,,,0.9492,36211572632.0,,
Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Kinh doanh bia,"90,45%",36.000.000.000,(*),-,"90,45%",36.000.000.000,(*),-,,0.9045000000000001,36000000000.0,,,0.9045000000000001,36000000000.0,,
,,,,,2.728.068.835.029,,(43.713.199.137),,2.728.068.835.029,,(17.683.421.572),,,2728068835029.0,,-43713199137.0,,2728068835029.0,,-17683421572.0
