row_label_raw,row_label_full,Loại hàng,Đơn vị,2017 Số lượng,2016 Số lượng,numeric__Đơn vị,numeric__2017 Số lượng,numeric__2016 Số lượng
Bia chai,Bia chai,Bia chai,két,368.206,-,,368206.0,
Bia lon,Bia lon,Bia lon,thùng,272.290,-,,272290.0,
Pallet,Pallet,Pallet,cái,1.027,-,,1027.0,
Nhân,Nhân,Nhân,cái,-,9.996.000,,,9996000.0
Nắp,Nắp,Nắp,cái,-,21.100.000,,,21100000.0
Houblon,Houblon,Houblon,cái,-,7.755,,,7755.0
Maturex,Maturex,Maturex,cái,-,3.240,,,3240.0
Két nhựa,Két nhựa,Két nhựa,cái,19.680,11.800,,19680.0,11800.0
Võ chai,Võ chai,Võ chai,cái,-,236.000,,,236000.0
