row_label_raw,row_label_full,Phải thu bên liên quan(Thuyết minh 37(b)),2017 > Giá trị VND > 328.073.502.218,2017 > Dự phòng VND > -,2016 > Giá trị VND > 328.073.502.218,2016 > Dự phòng VND > -,numeric__2017 > Giá trị VND > 328.073.502.218,numeric__2017 > Dự phòng VND > -,numeric__2016 > Giá trị VND > 328.073.502.218,numeric__2016 > Dự phòng VND > -
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",12.118.265.447,-,13.553.808.347,-,12118265447.0,,13553808347.0,
Khác,Khác,Khác,8.028.765.000,(8.000.000.000),8.028.765.000,(8.000.000.000),8028765000.0,-8000000000.0,8028765000.0,-8000000000.0
,,,348.220.532.665,(8.000.000.000),349.656.075.565,(8.000.000.000),348220532665.0,-8000000000.0,349656075565.0,-8000000000.0
