row_label_raw,row_label_full,Công ty liên kết,Công ty liên kết_1,Công ty liên kết_2,numeric__Công ty liên kết_1,numeric__Công ty liên kết_2
Công ty TNHH Đầu tư Tân Thành,Công ty TNHH Đầu tư Tân Thành,Công ty TNHH Đầu tư Tân Thành,277.230.733.543,277.230.733.543,277230733543.0,277230733543.0
Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,-,10.657.771.029,,10657771029.0
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,612.242.386,83.916.000,612242386.0,83916000.0
,,,280.718.173.670,289.980.783.283,280718173670.0,289980783283.0
