row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc VND","numeric__Nhà cửa, vật kiến trúc VND"
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Tại ngày 1 tháng 1 năm 2017 và tại ngày 31 tháng 12 năm 2017,Nguyên giá > Tại ngày 1 tháng 1 năm 2017 và tại ngày 31 tháng 12 năm 2017,Tại ngày 1 tháng 1 năm 2017 và tại ngày 31 tháng 12 năm 2017,7.859.289.977,7859289977.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,
Tại ngày 1 tháng 1 năm 2017,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,3.111.334.853,3111334853.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,392.964.504,392964504.0
Tại ngày 31 tháng 12 năm 2017,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,3.504.299.357,3504299357.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Tại ngày 1 tháng 1 năm 2017,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,4.747.955.124,4747955124.0
Tại ngày 31 tháng 12 năm 2017,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,4.354.990.620,4354990620.0
