row_label_raw,row_label_full,col_0,1/1/2022 > Giá trị ghi số và số có khả năng trả nợ VND,1/1/2022 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện VND,31/12/2022 > Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2022 > Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2022 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện VND,numeric__31/12/2022 > Giá trị ghi số và số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.458.876.136.620,6.347.954.904.958,(5.578.570.055.197),2.774.371.730,3.231.035.358.111,2458876136620.0,6347954904958.0,-5578570055197.0,2774371730.0,3231035358111.0
Vay dài hạn đến hạn trả (Thuyết minh 26(b)),Vay dài hạn đến hạn trả (Thuyết minh 26(b)),Vay dài hạn đến hạn trả (Thuyết minh 26(b)),340.677.486.963,409.886.931.710,(308.365.686.816),4.030.378.106,446.229.109.963,340677486963.0,409886931710.0,-308365686816.0,4030378106.0,446229109963.0
,,,2.799.553.623.583,6.757.841.836.668,(5.886.935.742.013),6.804.749.836,3.677.264.468.074,2799553623583.0,6757841836668.0,-5886935742013.0,6804749836.0,3677264468074.0
