row_label_raw,row_label_full,col_0,% sở hữu,% quyền biểu quyết,1/1/2022 Giá trị ghi số theo phương pháp vốn chủ VND,Giá trị hợp lý VND,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__1/1/2022 Giá trị ghi số theo phương pháp vốn chủ VND,numeric__Giá trị hợp lý VND
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,"25,09%","25,09%",126.443.764.437,(**),0.2509,0.2509,126443764437.0,
Công ty Cổ phần Đầu tư Bất động sản CT2,Công ty Cổ phần Đầu tư Bất động sản CT2,Công ty Cổ phần Đầu tư Bất động sản CT2,"49,00%","49,00%",300.000.000.000,(**),0.49,0.49,300000000000.0,
,,,,,426.443.764.437,,,,426443764437.0,
