row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí sữa chữa tài sản VND,Tiền thuê đất trả trước VND,Chi phí giải phóng mặt bằng của các nhà máy thủy điện (*) VND,Chi phí giải phóng mặt bằng của các nhà máy điện gió VND,Quyền sử dụng khu đất 120 Định Công VND,Chi phí thuê hạ tầng VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sữa chữa tài sản VND,numeric__Tiền thuê đất trả trước VND,numeric__Chi phí giải phóng mặt bằng của các nhà máy thủy điện (*) VND,numeric__Chi phí giải phóng mặt bằng của các nhà máy điện gió VND,numeric__Quyền sử dụng khu đất 120 Định Công VND,numeric__Chi phí thuê hạ tầng VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,6.638.070.135,9.978.226.533,3.339.321.624,122.319.451.621,12.512.568.000,201.030.068.252,37.232.550.540,7.737.955.279,400.788.211.984,6638070135.0,9978226533.0,3339321624.0,122319451621.0,12512568000.0,201030068252.0,37232550540.0,7737955279.0,400788211984.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,7.495.574.199,5.894.083.241,5.387.228.480,-,-,-,27.673.899.000,37.509.231.281,83.960.016.201,7495574199.0,5894083241.0,5387228480.0,,,,27673899000.0,37509231281.0,83960016201.0
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,227.091.646,2.793.105.779,1.136.190.200,-,-,-,-,84.174.124,4.240.561.749,227091646.0,2793105779.0,1136190200.0,,,,,84174124.0,4240561749.0
Chuyên từ xây dựng cơ bản dở dang,Chuyên từ xây dựng cơ bản dở dang,Chuyên từ xây dựng cơ bản dở dang,41.500.000,-,-,-,-,-,-,1.040.000.000,1.081.500.000,41500000.0,,,,,,,1040000000.0,1081500000.0
Phân loại lai,Phân loại lai,Phân loại lai,(332.192.700),(1.537.297.116),-,-,-,-,-,1.869.489.816,-,-332192700.0,-1537297116.0,,,,,,1869489816.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(6.899.426.078),(7.141.251.221),(100.015.585),(2.971.427.952),(284.979.835),(4.050.983.742),(1.148.470.064),(18.720.375.496),(41.316.929.973),-6899426078.0,-7141251221.0,-100015585.0,-2971427952.0,-284979835.0,-4050983742.0,-1148470064.0,-18720375496.0,-41316929973.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,7.170.617.202,9.986.867.216,9.762.724.719,119.348.023.669,12.227.588.165,196.979.084.510,63.757.979.476,29.520.475.004,448.753.359.961,7170617202.0,9986867216.0,9762724719.0,119348023669.0,12227588165.0,196979084510.0,63757979476.0,29520475004.0,448753359961.0
