row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,7.172.746.083.371,6.280.836.042.239,400.0,,7172746083371.0,6280836042239.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,29,7.172.746.083.371,6.280.836.042.239,410.0,29.0,7172746083371.0,6280836042239.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,30,2.704.330.020.000,2.351.596.490.000,411.0,30.0,2704330020000.0,2351596490000.0
- Cổ phiếu phổ thông có quyền biêu quyết,- Cổ phiếu phổ thông có quyền biêu quyết,- Cổ phiếu phổ thông có quyền biêu quyết,411a,,2.704.330.020.000,2.351.596.490.000,,,2704330020000.0,2351596490000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,711.136.556.786,711.136.556.786,412.0,,711136556786.0,711136556786.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,29.026.800.000,22.906.800.000,414.0,,29026800000.0,22906800000.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,708.285.511,708.285.511,416.0,,708285511.0,708285511.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,,(116.709.425),-,417.0,,-116709425.0,
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,261.072.092.951,244.289.305.040,418.0,,261072092951.0,244289305040.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,,65.418.160.381,65.313.759.426,420.0,,65418160381.0,65313759426.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.344.532.665.968,1.305.280.035.901,421.0,,1344532665968.0,1305280035901.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,888.392.277.813,610.259.788.653,,,888392277813.0,610259788653.0
- LNST năm nay,- LNST năm nay,- LNST năm nay,421b,,456.140.388.155,695.020.247.248,,,456140388155.0,695020247248.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,2.056.638.211.199,1.579.604.809.575,429.0,,2056638211199.0,1579604809575.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,21.754.413.518.378,18.687.035.417.527,440.0,,21754413518378.0,18687035417527.0
