row_label_raw,row_label_full,col_0,Mã số,2022 VND,2021 VND,numeric__Mã số,numeric__2022 VND,numeric__2021 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,605.444.943.595,896.472.801.794,1.0,605444943595.0,896472801794.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,626.513.539.370,364.222.728.433,2.0,626513539370.0,364222728433.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,(17.762.786.386),37.163.423.796,3.0,-17762786386.0,37163423796.0
Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,Điều chỉnh cho các khoản > Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,04,131.056.690.530,6.083.202.886,4.0,131056690530.0,6083202886.0
Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(92.543.222.753),(385.940.659.421),5.0,-92543222753.0,-385940659421.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,608.141.738.226,315.449.056.943,6.0,608141738226.0,315449056943.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.860.850.902.582,1.233.450.554.431,8.0,1860850902582.0,1233450554431.0
Biến động các khoản phải thu,Điều chỉnh cho các khoản > Biến động các khoản phải thu,Biến động các khoản phải thu,09,34.259.440.774,(28.296.022.714),9.0,34259440774.0,-28296022714.0
Biến động hàng tồn kho,Điều chỉnh cho các khoản > Biến động hàng tồn kho,Biến động hàng tồn kho,10,22.306.830.066,(172.787.706.909),10.0,22306830066.0,-172787706909.0
Biến động các khoản phải trả và nợ phải trả khác,Điều chỉnh cho các khoản > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,116.259.586.529,(407.840.147.940),11.0,116259586529.0,-407840147940.0
Biến động chi phí trả trước,Điều chỉnh cho các khoản > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(50.121.035.517),(67.693.052.675),12.0,-50121035517.0,-67693052675.0
,,,,1.983.555.724.434,556.833.624.193,,1983555724434.0,556833624193.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(574.362.003.548),(306.385.526.351),14.0,-574362003548.0,-306385526351.0
