row_label_raw,row_label_full,col_0,Mã số,2022 VND,2021 VND,numeric__Mã số,numeric__2022 VND,numeric__2021 VND
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(82.088.818.415),(136.603.949.376),15.0,-82088818415.0,-136603949376.0
Tiền chi khác cho hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(37.977.480.668),(20.603.380.522),17.0,-37977480668.0,-20603380522.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.289.127.421.803,93.240.767.944,20.0,1289127421803.0,93240767944.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(1.728.786.877.736),(3.991.157.635.137),21.0,-1728786877736.0,-3991157635137.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,3.215.091.330,3.323.825.909,22.0,3215091330.0,3323825909.0
Tiền chi cho vay và gửi tiền gửi có kỳ hạn trên ba tháng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay và gửi tiền gửi có kỳ hạn trên ba tháng,Tiền chi cho vay và gửi tiền gửi có kỳ hạn trên ba tháng,23,(947.275.404.425),(293.247.266.517),23.0,-947275404425.0,-293247266517.0
"Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạn trên ba tháng","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạn trên ba tháng","Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạn trên ba tháng",24,349.354.673.634,211.846.680.542,24.0,349354673634.0,211846680542.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,(1.543.035.543.694),(925.126.863.980),25.0,-1543035543694.0,-925126863980.0
"Tiền thu lãi tiền gửi, cổ tức và nhận phân phối lợi nhuận","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, cổ tức và nhận phân phối lợi nhuận","Tiền thu lãi tiền gửi, cổ tức và nhận phân phối lợi nhuận",27,58.072.541.362,44.927.852.386,27.0,58072541362.0,44927852386.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.808.455.519.529),(4.949.433.406.797),30.0,-3808455519529.0,-4949433406797.0
