row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,605.444.943.595,896.472.801.794,605444943595.0,896472801794.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,121.088.988.719,179.294.560.359,121088988719.0,179294560359.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(1.857.240),(7.428.960),-1857240.0,-7428960.0
Chênh lệch tạm thời không được ghi nhận,Chênh lệch tạm thời không được ghi nhận,Chênh lệch tạm thời không được ghi nhận,(21.960.987),-,-21960987.0,
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,3.719.212.529,2.869.427.356,3719212529.0,2869427356.0
Ảnh hưởng của bút toán hợp nhất,Ảnh hưởng của bút toán hợp nhất,Ảnh hưởng của bút toán hợp nhất,7.362.629.413,(11.204.661.961),7362629413.0,-11204661961.0
Ưu đãi thuế,Ưu đãi thuế,Ưu đãi thuế,(66.620.337.499),(41.398.098.209),-66620337499.0,-41398098209.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,1.217.738.427,2.629.036.619,1217738427.0,2629036619.0
Lỗ tính thuế chưa được sử dụng,Lỗ tính thuế chưa được sử dụng,Lỗ tính thuế chưa được sử dụng,2.696.977.536,-,2696977536.0,
Khác,Khác,Khác,(928.351.026),-,-928351026.0,
,,,68.513.039.872,132.182.835.204,68513039872.0,132182835204.0
