row_label_raw,row_label_full,Ngân hàng TNHH MTV Shinhan Việt Nam,Loại tiền > VND,Lãi suất Năm > Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,Năm đáo hạn > 2026,Tài sản bảo đảm > Xe ô tô Ford Everest,31/12/2022 VND > 622.950.830,1/1/2022 VND > 809.836.070,numeric__Loại tiền > VND,numeric__Lãi suất Năm > Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,numeric__Năm đáo hạn > 2026,numeric__Tài sản bảo đảm > Xe ô tô Ford Everest,numeric__31/12/2022 VND > 622.950.830,numeric__1/1/2022 VND > 809.836.070
Asian Development Bank - A Loan,Asian Development Bank - A Loan,Asian Development Bank - A Loan,USD,5.52%,2036,"Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",798.276.482.626,805.824.828.525,,5.52,2036.0,,798276482626.0,805824828525.0
Asian Development Bank - B Loan,Asian Development Bank - B Loan,Asian Development Bank - B Loan,USD,Lãi suất thả nổi: Libor kỳ hạn 6 tháng cộng biên độ,2036,"Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",1.847.439.809.108,2.114.733.634.725,,,2036.0,,1847439809108.0,2114733634725.0
Export Finance Australia,Export Finance Australia,Export Finance Australia,USD,"4,65% - 5,02%",2036,"Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",729.852.772.256,486.929.292.300,,,2036.0,,729852772256.0,486929292300.0
Japan International Cooperation Agency,Japan International Cooperation Agency,Japan International Cooperation Agency,USD,Lãi suất thả nổi: Libor kỳ hạn 6 tháng cộng biên độ,2036,"Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",570.197.464.548,575.589.127.050,,,2036.0,,570197464548.0,575589127050.0
Ngân hàng TMCP Kỹ thương Việt Nam,Ngân hàng TMCP Kỹ thương Việt Nam,Ngân hàng TMCP Kỹ thương Việt Nam,VND,9%,2025,Tín chấp,364.929.000.713,-,,0.09,2025.0,,364929000713.0,
,,,,,,,7.547.420.389.793,6.578.377.870.291,,,,,7547420389793.0,6578377870291.0
,,,,,,,(446.229.109.963),(340.677.486.963),,,,,-446229109963.0,-340677486963.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,7.101.191.279.830,6.237.700.383.328,,,,,7101191279830.0,6237700383328.0
