row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,1/1/2022,1/1/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__1/1/2022,numeric__1/1/2022_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang,Hàng mua đang,Hàng mua đang,,,,,,,,
đi đường,Hàng mua đang > đi đường,đi đường,7.402.657.366,-,23.992.304.622,-,7402657366.0,,23992304622.0,
Nguyên vật liệu,Hàng mua đang > Nguyên vật liệu,Nguyên vật liệu,307.908.804.848,(8.416.503.611),347.131.204.835,(1.328.910.150),307908804848.0,-8416503611.0,347131204835.0,-1328910150.0
"Công cụ, dụng cụ","Hàng mua đang > Công cụ, dụng cụ","Công cụ, dụng cụ",1.515.992.384,-,1.608.619.714,-,1515992384.0,,1608619714.0,
Chi phí sản xuất,Chi phí sản xuất,Chi phí sản xuất,,,,,,,,
kinh doanh dò dang (*),Chi phí sản xuất > kinh doanh dò dang (*),kinh doanh dò dang (*),578.560.601.010,-,495.633.807.594,-,578560601010.0,,495633807594.0,
Hàng hoá,Chi phí sản xuất > Hàng hoá,Hàng hoá,3.146.715.966,-,18.224.310.299,-,3146715966.0,,18224310299.0,
Hàng hóa bắt động sản,Chi phí sản xuất > Hàng hóa bắt động sản,Hàng hóa bắt động sản,-,-,18.312.781.405,-,,,18312781405.0,
,,,898.534.771.574,(8.416.503.611),904.903.028.469,(1.328.910.150),898534771574.0,-8416503611.0,904903028469.0,-1328910150.0
