row_label_raw,row_label_full,Công ty Cổ phần Đầu tư và Phát triển DHT Việt Nam,Nguyên nhân xóa số > Không có > khả năng thu hồi,Năm xóa số > Không có > 2021,31/12/2022 VND > Không có > 1.396.500.000,1/1/2022 VND > Không có > 1.396.500.000,numeric__Nguyên nhân xóa số > Không có > khả năng thu hồi,numeric__Năm xóa số > Không có > 2021,numeric__31/12/2022 VND > Không có > 1.396.500.000,numeric__1/1/2022 VND > Không có > 1.396.500.000
Công ty TNHH Dịch vụ Phú Giang,Công ty TNHH Dịch vụ Phú Giang,Công ty TNHH Dịch vụ Phú Giang,Không có,Không có,Không có,Không có,,,,
Công ty TNHH Dịch vụ Phú Giang,Công ty TNHH Dịch vụ Phú Giang > Công ty TNHH Dịch vụ Phú Giang,Công ty TNHH Dịch vụ Phú Giang,khả năng thu hồi,2021,216.700.000,216.700.000,,2021.0,216700000.0,216700000.0
Công ty AG Ajikawa Corporation,Công ty AG Ajikawa Corporation,Công ty AG Ajikawa Corporation,Không có,Không có,Không có,Không có,,,,
Công ty AG Ajikawa Corporation,Công ty AG Ajikawa Corporation > Công ty AG Ajikawa Corporation,Công ty AG Ajikawa Corporation,khả năng thu hồi,2006,12.373.726.137,12.373.726.137,,2006.0,12373726137.0,12373726137.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,Không có,Không có,Không có,Không có,,,,
Các đối tượng khác,Các đối tượng khác > Các đối tượng khác,Các đối tượng khác,khả năng thu hồi,2007,1.285.920.000,1.285.920.000,,2007.0,1285920000.0,1285920000.0
,,,,,15.272.846.137,15.272.846.137,,,15272846137.0,15272846137.0
