row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022 VND,2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022 VND,numeric__2021 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,32,8.357.602.470.324,9.828.463.180.375,1.0,32.0,8357602470324.0,9828463180375.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,33,6.763.095.524.845,8.672.928.765.697,11.0,33.0,6763095524845.0,8672928765697.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,1.594.506.945.479,1.155.534.414.678,20.0,,1594506945479.0,1155534414678.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,34,95.203.791.873,319.482.922.820,21.0,34.0,95203791873.0,319482922820.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,35,766.697.259.907,359.192.614.340,22.0,35.0,766697259907.0,359192614340.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,605.030.533.904,315.449.056.943,23.0,,605030533904.0,315449056943.0
Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,24,,697.381.631,85.597.674.855,24.0,,697381631.0,85597674855.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,36,(8.391.008.009),55.977.596.827,25.0,36.0,-8391008009.0,55977596827.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,37,285.281.303.728,240.797.400.424,26.0,37.0,285281303728.0,240797400424.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),30,,646.820.563.357,904.647.400.762,30.0,,646820563357.0,904647400762.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,38,19.729.647.491,28.041.497.714,31.0,38.0,19729647491.0,28041497714.0
Chi phí khác,Chi phí khác,Chi phí khác,32,39,61.105.267.253,36.216.096.682,32.0,39.0,61105267253.0,36216096682.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,(41.375.619.762),(8.174.598.968),40.0,,-41375619762.0,-8174598968.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,605.444.943.595,896.472.801.794,50.0,,605444943595.0,896472801794.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,41,133.948.375.022,66.688.019.076,51.0,41.0,133948375022.0,66688019076.0
(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,52,41,(65.435.335.150),65.494.816.128,52.0,41.0,-65435335150.0,65494816128.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),60,,536.931.903.723,764.289.966.590,60.0,,536931903723.0,764289966590.0
